	"X8294_w_01.isoforms.results"	"X8295_w_01.isoforms.results"	"X8296_w_01.isoforms.results"	"X8297_nos_01.isoforms.results"	"X8298_nos_01.isoforms.results"	"X8299_nos_01.isoforms.results"	"X8300_w_23.isoforms.results"	"X8301_w_23.isoforms.results"	"X8302_w_23.isoforms.results"	"X8303_nos_23.isoforms.results"	"X8304_nos_23.isoforms.results"	"X8305_nos_23.isoforms.results"
"FBtr0079085"	2301.37	2048.32	1505.89	1840.63	2010.64	2201.64	2100.22	1892.12	1678.30	1985.48	2291.22	1971.64
"FBtr0302567"	665.84	443.75	381.67	586.19	1399.35	1260.47	17049.37	19467.87	20312.34	8976.78	12681.08	13856.98
"FBtr0302568"	1666.18	940.22	780.12	1360.40	1297.34	1565.27	347.51	366.04	102.00	1039.61	924.18	747.00
"FBtr0310624"	292.66	271.85	204.63	0.00	0.00	0.00	177.21	31.49	271.42	0.00	0.00	0.00
"FBtr0310625"	196.21	212.00	86.29	20.78	80.66	77.62	1503.69	1433.48	1263.95	609.14	691.51	951.37
"FBtr0342939"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080087"	263.21	296.62	285.87	290.07	423.12	466.80	129.49	249.31	338.71	612.81	643.32	522.99
"FBtr0300982"	0.00	0.00	0.00	21.93	36.76	3.70	102.65	193.63	0.09	0.00	29.03	0.00
"FBtr0302378"	11.79	27.38	20.13	0.00	22.12	9.50	94.86	52.06	192.20	68.19	124.65	135.01
"FBtr0071379"	27.00	47.00	28.00	24.00	86.00	104.00	400.00	436.00	504.00	383.00	494.00	459.00
"FBtr0301342"	3760.50	1753.65	1229.49	2276.14	2846.07	3919.18	928.72	995.67	7.76	3098.99	2066.98	3293.13
"FBtr0343875"	4281.50	5534.35	5111.51	3005.86	3009.93	2340.82	6951.28	6417.33	6490.24	3714.01	5420.02	4381.87
"FBtr0072117"	2.00	9.00	1.00	3.00	0.00	18.00	0.00	0.00	0.00	29.00	33.00	8.40
"FBtr0346612"	0.00	0.00	0.00	0.00	2.00	0.00	3.00	5.00	6.00	0.00	0.00	16.60
"FBtr0082119"	199.56	146.00	183.72	41.71	49.00	71.58	151.00	142.44	133.66	44.00	43.41	69.16
"FBtr0301093"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302382"	2.44	0.00	2.28	2.29	0.00	4.42	0.00	4.56	2.34	0.00	2.59	4.84
"FBtr0083194"	396.39	9.66	0.00	0.00	245.35	183.71	11.96	1.14	378.05	0.01	168.72	206.93
"FBtr0083195"	199.65	439.37	837.17	0.00	0.00	0.00	520.89	196.28	79.15	31.70	0.00	0.29
"FBtr0083196"	670.95	858.96	447.83	454.00	293.65	382.29	623.16	925.57	526.80	578.29	619.28	505.78
"FBtr0085484"	2027.32	1327.62	1275.53	1273.14	1367.58	1263.36	90.84	137.39	198.00	479.00	521.99	345.99
"FBtr0346613"	676.68	689.38	324.47	514.86	173.42	901.64	89.16	50.61	0.00	0.00	28.01	0.01
"FBtr0080844"	7.01	69.10	24.30	15.59	0.00	66.42	62.76	247.20	221.61	191.10	110.45	203.90
"FBtr0080845"	12219.59	10140.07	8964.08	8408.36	9728.08	9907.50	12852.96	13375.22	13093.78	11219.26	12899.63	12650.65
"FBtr0080846"	580.45	689.47	502.77	219.71	295.17	374.68	777.20	1062.83	1334.80	882.99	1347.54	1113.11
"FBtr0080847"	131.10	280.16	264.94	119.66	172.50	166.32	344.20	366.64	334.39	207.57	378.81	205.80
"FBtr0337081"	124.86	109.19	65.91	107.68	131.25	124.09	185.88	129.11	242.42	120.08	363.56	176.54
"FBtr0081412"	126.84	85.33	147.09	95.16	271.61	148.69	431.37	483.61	413.55	293.03	361.55	549.26
"FBtr0081413"	7400.00	6075.50	4973.07	4983.63	5256.78	5698.88	2420.63	1895.21	1541.45	3039.42	2736.54	2086.39
"FBtr0335152"	38.16	48.17	6.83	20.21	36.60	47.42	0.00	7.17	0.00	25.55	20.91	34.34
"FBtr0088001"	16002.99	15790.10	14075.77	13091.93	17732.39	17697.51	20687.56	24407.40	25839.64	23103.85	31136.10	25778.65
"FBtr0088002"	402.60	0.00	543.96	765.84	1016.20	310.28	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0304963"	73.87	61.80	136.25	97.17	206.69	202.59	117.06	97.66	102.59	220.91	324.43	262.59
"FBtr0304964"	1103.24	1305.18	1450.21	832.27	1603.79	1382.04	1888.91	2457.63	2046.23	2138.21	3349.73	2501.22
"FBtr0345018"	18.93	0.00	0.00	18.24	77.36	15.39	30.59	61.78	43.94	52.06	31.84	12.82
"FBtr0077511"	0.00	0.00	0.00	3.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.32
"FBtr0077512"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077513"	1400.01	1142.58	942.76	838.35	775.78	875.43	94.55	71.90	26.35	326.59	266.61	252.79
"FBtr0290077"	0.00	3.98	0.00	5.05	0.00	0.00	0.00	0.00	0.00	11.51	10.69	0.00
"FBtr0290078"	15.70	23.32	18.21	0.00	8.11	12.63	0.00	0.00	0.00	0.00	6.47	7.90
"FBtr0290079"	111.28	52.12	72.02	49.44	143.11	176.94	31.45	10.10	30.65	54.90	60.23	31.66
"FBtr0290080"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0290081"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.32
"FBtr0290082"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0074727"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0074728"	1584.00	1275.00	975.00	1308.00	1314.00	1375.00	684.00	624.00	637.00	909.00	1041.00	803.00
"FBtr0331158"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073558"	1675.74	1791.50	1652.33	1155.83	1462.27	1594.89	720.29	1001.62	919.92	1004.21	1390.44	1030.10
"FBtr0073560"	716.79	927.28	577.03	438.89	801.51	758.74	0.00	0.00	0.00	0.00	30.28	0.00
"FBtr0073561"	1180.77	1119.75	1063.27	1027.87	662.64	1046.55	95.44	46.57	103.83	173.04	189.21	36.37
"FBtr0073562"	21.06	15.44	26.70	26.34	24.91	26.29	23.93	31.63	27.96	33.06	65.30	42.26
"FBtr0100540"	97.08	136.65	95.98	61.91	187.70	103.69	7.54	20.03	0.00	27.61	7.79	15.30
"FBtr0299569"	167.13	168.85	39.23	19.52	116.11	41.62	0.00	2.21	0.00	0.00	29.04	31.54
"FBtr0307896"	28.34	0.00	17.12	0.00	0.00	30.07	130.37	23.10	133.66	196.31	254.46	234.71
"FBtr0308084"	3.52	23.00	0.00	3.28	6.17	3.17	9.67	2.52	10.19	8.92	31.27	2.93
"FBtr0308085"	105.55	65.54	59.32	91.10	83.32	94.47	9.96	11.48	3.31	7.87	31.19	40.02
"FBtr0333204"	0.02	0.00	34.01	175.27	170.38	142.53	269.81	259.83	238.15	535.98	489.03	410.77
"FBtr0075058"	1252.00	1095.00	1211.00	924.00	1132.00	1271.00	1881.00	1950.00	2089.00	1668.00	2016.00	1950.00
"FBtr0079851"	3797.28	2818.75	2897.10	2182.04	1907.14	2283.47	4575.55	4509.42	4364.28	3669.39	4839.34	4616.62
"FBtr0079852"	9.73	9.17	28.25	0.00	0.00	16.82	26.16	8.96	28.05	18.87	0.00	19.24
"FBtr0335495"	144.99	281.08	145.65	591.96	1183.86	1230.71	97.29	204.62	131.66	572.74	354.66	376.14
"FBtr0085727"	14.24	22.00	18.00	24.94	21.00	35.00	14.38	4.48	12.00	21.00	12.27	24.20
"FBtr0335454"	4.76	0.00	0.00	5.06	0.00	0.00	3.62	4.52	0.00	0.00	12.73	12.80
"FBtr0085612"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00
"FBtr0085614"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00
"FBtr0085640"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	0.00
"FBtr0085616"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.00	0.00
"FBtr0085613"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089614"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083126"	11072.41	7661.06	6985.10	7482.35	8378.75	9986.06	13439.29	13277.33	13142.81	11889.98	14390.43	13933.70
"FBtr0083127"	783.59	673.94	510.90	497.65	485.25	652.94	789.71	1194.67	981.19	1082.02	981.57	1537.30
"FBtr0089647"	393.77	322.75	369.17	361.32	212.09	447.94	9.61	6.93	32.24	47.26	65.76	41.29
"FBtr0089648"	940.17	716.47	414.87	349.51	656.75	515.16	44.71	51.21	26.28	91.80	63.36	30.85
"FBtr0089649"	23.68	44.39	25.30	64.61	10.01	44.45	0.00	0.00	0.00	0.00	21.01	0.00
"FBtr0304887"	498.20	385.07	372.50	426.24	429.07	403.50	29.07	57.94	49.24	99.69	108.36	27.04
"FBtr0336835"	37.40	27.57	0.00	28.01	0.00	0.00	0.00	0.00	0.00	0.00	26.74	59.54
"FBtr0472669"	393.77	322.75	369.17	361.32	212.09	447.94	9.61	6.93	32.24	47.26	65.76	41.29
"FBtr0080235"	0.00	2.00	0.00	2.00	2.00	15.70	3.90	8.20	0.00	10.37	2.15	0.00
"FBtr0080236"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0307093"	8.00	0.00	16.00	0.00	0.00	7.30	12.10	9.80	13.00	28.63	26.85	30.00
"FBtr0087526"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087527"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087528"	965.64	739.97	671.28	1059.63	1032.89	956.91	534.95	503.78	372.91	747.78	862.90	671.33
"FBtr0087529"	139.94	140.02	102.20	0.00	158.29	116.05	54.72	113.43	39.61	0.00	94.85	74.16
"FBtr0112795"	1353.77	1359.24	1238.62	818.80	966.96	994.53	1162.21	845.44	1087.71	852.85	692.11	840.31
"FBtr0290034"	773.94	444.65	425.96	413.52	450.46	575.73	307.95	42.85	0.00	0.00	0.00	0.00
"FBtr0290035"	0.00	0.00	0.00	83.33	0.00	209.16	0.00	300.94	281.99	736.34	616.05	432.60
"FBtr0339960"	285.17	307.95	265.65	663.00	521.74	540.14	103.83	95.78	116.10	608.63	231.79	365.26
"FBtr0339961"	784.69	534.39	386.49	883.09	868.79	1035.17	817.88	774.30	683.06	894.54	1025.21	942.94
"FBtr0339962"	2597.88	1815.74	1727.34	1616.39	1586.61	2135.59	1551.25	1539.02	1271.19	1669.30	1459.05	1508.35
"FBtr0346946"	2172.98	1850.05	1390.45	1109.23	1377.27	1611.73	1815.21	2023.48	1924.42	1711.56	2386.03	1822.04
"FBtr0079001"	0.00	0.00	13.90	0.00	0.00	12.75	0.00	0.00	89.88	12.86	0.00	66.22
"FBtr0079002"	280.00	106.08	480.54	23.00	6.00	637.25	1024.20	803.13	1059.12	662.80	232.00	1140.44
"FBtr0079003"	0.00	7.92	35.56	0.00	0.00	0.00	37.80	27.87	0.00	39.34	0.00	45.35
"FBtr0089367"	3.70	5.00	28.18	0.00	0.00	2.35	22.07	34.85	28.52	3.52	3.35	4.60
"FBtr0089368"	6.60	0.00	0.00	0.75	0.00	5.64	0.00	0.00	0.00	0.00	0.59	2.66
"FBtr0080838"	66.11	19.14	11.29	48.54	23.85	25.17	84.11	86.91	73.74	41.18	47.96	27.69
"FBtr0080839"	5676.77	4367.24	4584.53	3086.28	3208.24	3906.29	4181.05	4204.21	3230.66	3793.51	3834.65	4584.57
"FBtr0321313"	1554.75	1030.62	787.98	1587.21	1439.92	2097.29	2269.95	1576.57	1716.66	2386.50	2682.24	2253.39
"FBtr0079233"	6845.58	7151.56	6437.67	5808.44	7701.74	7555.83	9402.46	10965.66	12033.05	10214.04	12878.82	11332.46
"FBtr0079234"	7.28	7.62	7.85	0.00	8.00	10.17	5.09	14.92	7.62	15.97	24.72	13.59
"FBtr0079235"	777.62	912.62	860.63	748.62	1008.71	1070.44	1445.09	1683.67	1741.92	1774.85	2515.54	2283.03
"FBtr0079236"	240.01	317.54	323.55	299.83	363.39	517.92	940.39	1292.23	1618.94	956.25	1594.89	1119.66
"FBtr0309212"	261.77	202.46	220.49	420.86	614.34	508.06	409.19	455.61	459.02	588.90	1005.60	792.78
"FBtr0309213"	7.74	4.19	4.80	12.25	8.82	36.59	12.78	16.91	37.46	17.98	68.45	45.48
"FBtr0070064"	0.00	19.63	0.00	63.66	0.00	233.91	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070065"	3431.00	3729.37	3261.00	2475.34	3158.00	3040.09	4936.00	5681.00	5421.00	4270.00	5774.00	5436.00
"FBtr0080723"	1336.90	1864.39	1488.41	1714.25	572.78	1264.35	1977.79	1499.14	1530.35	2997.01	1569.37	2437.81
"FBtr0080724"	1370.65	449.96	776.86	455.56	1805.23	1618.83	1128.37	1107.94	462.38	25.23	2039.47	1395.46
"FBtr0343686"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343687"	1043.45	568.65	517.73	468.19	286.00	533.81	690.85	875.92	663.27	634.76	254.16	656.73
"FBtr0079095"	2870.20	2846.00	2559.66	1977.00	2482.00	2282.00	3173.32	3774.72	4149.19	2771.01	3629.97	3017.38
"FBtr0329967"	9.49	0.00	4.77	0.00	0.00	0.00	13.22	8.91	0.00	4.99	5.03	9.45
"FBtr0329968"	10.31	0.00	15.57	0.00	0.00	0.00	9.46	19.37	9.81	0.00	0.00	5.17
"FBtr0074179"	4622.97	2981.71	2975.25	2378.42	2222.51	2941.81	3624.42	3326.55	2830.07	2842.10	3065.11	4544.64
"FBtr0074180"	95.80	0.00	144.94	159.83	56.57	271.20	147.75	0.00	0.00	108.50	201.66	130.13
"FBtr0074181"	470.03	446.65	290.74	85.62	150.55	172.33	424.73	413.55	332.20	145.65	164.33	480.09
"FBtr0074182"	100.22	62.02	202.24	22.55	22.51	64.58	141.38	86.94	72.63	66.03	80.65	189.25
"FBtr0112797"	37.93	136.34	127.06	50.35	92.81	0.00	0.00	0.00	80.67	49.72	0.00	95.28
"FBtr0112798"	4745.25	3848.36	3273.16	4464.67	4938.08	6603.55	5066.55	6240.35	6045.83	6825.43	8092.12	7165.09
"FBtr0339445"	244.79	299.92	237.60	187.56	151.97	336.54	196.17	201.61	309.61	192.57	357.14	248.51
"FBtr0079334"	0.00	0.00	0.00	5.52	0.00	12.47	0.00	5.81	5.54	17.90	6.38	17.16
"FBtr0079335"	23.00	0.00	0.00	32.15	49.81	101.49	142.73	169.08	317.46	220.92	263.42	262.34
"FBtr0306113"	0.00	18.00	13.00	5.33	39.19	0.04	50.27	73.10	0.00	113.18	87.20	7.49
"FBtr0071687"	754.00	744.00	628.00	492.00	662.00	580.00	984.00	1058.00	979.00	737.00	934.00	844.00
"FBtr0071033"	1178.12	1116.43	1018.71	812.33	981.48	953.87	1219.64	1331.43	1018.10	1170.63	1244.73	1062.97
"FBtr0332315"	29.88	69.57	71.29	50.67	116.52	107.13	32.36	40.57	126.90	94.37	205.27	101.03
"FBtr0344723"	13.00	15.00	14.00	60.00	54.00	106.00	44.00	75.00	88.00	262.00	502.00	256.00
"FBtr0080848"	341.77	420.30	250.27	184.48	243.89	241.76	419.39	428.29	553.88	353.18	435.34	386.47
"FBtr0080849"	436.29	526.83	520.91	549.08	700.81	631.77	589.25	877.94	706.94	885.00	1295.34	1010.95
"FBtr0337082"	38.95	39.87	49.82	23.44	25.29	45.46	68.36	70.77	143.18	61.82	105.32	71.59
"FBtr0073754"	390.27	423.00	252.52	122.44	93.27	84.26	236.37	223.04	216.76	104.61	139.00	111.00
"FBtr0333329"	12.73	0.00	45.48	13.56	10.73	50.74	46.63	10.96	10.24	17.39	0.00	0.00
"FBtr0079320"	67.72	136.30	74.89	99.78	85.90	91.25	29.83	42.00	0.00	36.31	51.04	42.83
"FBtr0333350"	1817.28	1875.70	1353.11	1132.22	1112.10	1254.75	0.17	0.00	34.00	79.69	81.96	41.17
"FBtr0089015"	4195.00	3069.00	2592.00	2457.00	2429.00	3320.00	4586.00	4447.00	4491.00	3653.00	4308.00	4474.00
"FBtr0336916"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076572"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
"FBtr0076574"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076571"	0.00	1.00	1.00	0.00	1.00	1.00	6.00	12.00	8.00	6.00	1.00	5.00
"FBtr0076573"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071203"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071204"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBtr0300448"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081512"	4534.67	4769.26	4326.09	2745.92	3159.23	3776.53	6385.70	7510.93	7785.27	4620.49	5991.33	5391.53
"FBtr0081513"	4.53	7.35	4.41	4.64	4.69	17.92	15.20	18.93	27.89	24.11	39.77	31.63
"FBtr0332001"	146.79	104.21	172.05	70.77	152.89	145.26	118.84	201.99	168.40	134.45	222.52	170.41
"FBtr0332002"	98.48	37.83	69.03	25.03	34.51	97.37	113.06	169.23	136.55	80.84	60.61	47.79
"FBtr0070495"	6252.17	4555.47	4010.12	3778.22	3773.56	4585.00	3061.43	2736.00	2396.00	3547.00	3143.91	3313.00
"FBtr0070496"	226.83	505.53	213.88	252.78	137.44	0.00	478.57	0.00	0.00	0.00	352.09	0.00
"FBtr0070418"	2156.00	1647.00	1384.00	1540.00	1835.00	2005.00	2991.00	3165.00	3512.00	2761.00	3627.00	3083.00
"FBtr0070378"	3736.22	2378.66	2325.45	1755.23	1695.49	2112.48	1572.14	1007.65	953.27	1238.42	1408.84	1534.04
"FBtr0070379"	85.00	59.33	67.36	59.09	49.50	87.08	56.53	42.85	41.69	52.61	99.85	88.56
"FBtr0070380"	722.79	857.18	830.93	808.12	1171.02	1364.15	1021.18	853.59	498.17	1124.20	1255.74	954.48
"FBtr0333260"	0.00	9.82	25.25	7.56	0.00	24.28	5.16	26.91	22.86	9.78	11.57	26.92
"FBtr0111126"	3138.26	3342.84	3162.74	2190.87	2733.79	2740.72	3227.07	3147.83	2509.04	2799.83	3157.94	2775.60
"FBtr0334157"	279.01	380.02	303.41	244.67	531.24	362.30	352.65	474.95	466.33	516.74	685.27	607.64
"FBtr0290322"	9562.21	7400.95	6236.08	6519.85	6012.45	7872.50	2007.04	1595.22	1260.15	3974.51	3765.61	3473.26
"FBtr0346452"	110.46	82.41	116.15	78.05	59.32	92.71	15.06	19.89	26.06	33.67	39.86	36.31
"FBtr0070804"	12.96	27.83	39.38	37.28	62.57	57.07	55.11	65.12	90.22	57.42	116.60	54.67
"FBtr0340464"	155.89	129.28	80.80	221.56	188.31	252.58	52.40	73.18	120.81	178.38	220.89	174.29
"FBtr0340465"	45.15	62.89	37.82	110.16	125.11	133.35	88.49	85.70	101.97	169.21	169.51	176.04
"FBtr0071610"	80.00	50.00	29.00	49.00	70.00	133.00	591.00	705.00	974.00	304.00	468.00	439.00
"FBtr0076075"	39566.36	36565.21	30708.96	25390.95	29146.02	32890.51	21440.04	19110.09	17920.26	21794.62	24588.28	21563.84
"FBtr0304650"	4602.64	4345.79	3697.04	3339.05	4493.98	4487.49	4540.96	5380.91	5611.74	5250.38	7194.72	6344.16
"FBtr0071911"	78537.68	69909.95	60545.38	54847.65	58652.67	69698.94	32654.49	26982.82	23354.78	43383.67	47269.15	41594.72
"FBtr0071913"	1623.51	1335.67	1378.49	1611.89	1653.17	1725.34	1275.71	1392.88	1320.47	1934.93	2188.48	1885.11
"FBtr0071914"	1314.33	975.52	1054.28	1014.08	1211.50	1283.49	1119.70	930.43	985.58	1391.46	1567.94	1558.39
"FBtr0309858"	1885.49	1607.87	1194.84	1745.38	1765.66	1979.23	832.10	591.88	537.17	1358.94	1908.43	1682.78
"FBtr0080932"	109.93	41.42	183.97	17.45	41.00	63.99	107.00	102.90	101.15	148.13	247.94	131.49
"FBtr0331931"	20.07	55.58	197.03	26.55	0.00	18.01	0.00	122.10	130.85	25.87	126.06	24.51
"FBtr0075746"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.17	0.00	0.00	0.00
"FBtr0333034"	121.42	36.27	62.44	142.05	174.07	316.28	1370.53	635.69	1329.24	1036.60	1446.55	1381.71
"FBtr0333035"	186.58	293.73	162.56	99.95	393.53	215.40	3174.99	4887.92	4267.02	1627.51	2464.76	2691.76
"FBtr0333036"	0.00	0.00	0.00	0.00	2.40	2.32	10.48	12.39	18.57	8.89	6.70	8.53
"FBtr0081987"	0.00	0.00	0.00	9.27	9.94	9.60	0.00	0.00	8.56	0.00	0.00	0.00
"FBtr0081988"	8717.01	7167.10	5832.29	7341.78	10118.41	10311.29	15197.36	16333.57	20363.78	14275.55	19815.22	17308.92
"FBtr0301524"	231.99	146.90	149.71	266.95	184.66	268.11	321.64	397.43	468.66	305.45	464.78	410.08
"FBtr0075318"	1184.81	1256.61	1313.91	1170.44	1560.55	1484.07	1328.19	1309.48	1034.84	1446.78	2083.97	1529.17
"FBtr0305084"	15.29	32.51	60.67	19.64	0.00	63.14	157.77	150.49	190.11	155.92	108.76	233.48
"FBtr0305085"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0305086"	3037.87	1579.24	1330.74	1353.92	865.46	1640.81	1605.99	1208.71	1434.63	1215.03	1026.25	1462.92
"FBtr0330189"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0330190"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333625"	0.00	0.00	14.31	0.00	0.00	0.00	0.00	45.95	27.21	17.27	0.00	18.04
"FBtr0333626"	35.02	18.64	14.37	0.00	19.99	16.98	44.05	29.36	17.20	0.00	33.02	17.39
"FBtr0085713"	18334.16	14784.07	13422.43	12472.40	14155.59	16916.60	18350.10	19816.41	19649.27	18745.48	23283.12	22433.58
"FBtr0085714"	339.84	82.93	119.57	80.60	184.41	139.40	304.90	175.59	168.73	255.52	306.88	175.42
"FBtr0081166"	3.33	3.00	10.00	1.00	0.00	26.00	19.00	18.37	11.01	11.00	5.00	48.12
"FBtr0081167"	2.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	4.55
"FBtr0290291"	1.83	0.00	0.00	0.00	0.00	0.00	0.00	2.63	12.67	0.00	0.00	4.33
"FBtr0088010"	1376.00	1580.00	1335.00	1205.00	1657.00	1481.00	1707.00	1995.00	2248.00	1946.00	2810.00	2132.00
"FBtr0071145"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071146"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071147"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	5.00
"FBtr0309795"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00
"FBtr0309796"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0310269"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081621"	15.00	13.00	11.00	20.00	44.00	72.00	134.00	176.00	246.00	177.00	291.00	228.00
"FBtr0078042"	3.00	2.00	8.00	1.00	0.00	10.00	8.00	13.00	18.00	5.00	10.00	17.00
"FBtr0081890"	1707.58	1509.18	1227.01	1396.97	1624.26	1709.58	1719.48	1735.96	1773.08	1901.00	2569.18	2136.12
"FBtr0300442"	43.42	24.82	7.99	28.03	29.74	27.42	16.52	8.04	32.92	0.00	17.82	39.88
"FBtr0088366"	2.77	0.00	0.00	0.00	0.00	1.55	7.05	0.00	0.00	0.00	0.00	0.00
"FBtr0088368"	13.15	10.96	10.77	15.80	10.44	25.78	5.56	1.63	0.00	26.88	17.81	34.75
"FBtr0112799"	3.80	0.00	0.00	7.40	0.67	38.85	0.00	0.00	1.13	50.03	56.15	10.47
"FBtr0306345"	5.35	5.13	18.68	6.22	0.00	60.71	9.22	5.36	11.87	47.33	56.34	3.97
"FBtr0330609"	13.15	10.96	10.77	15.80	10.44	25.78	5.56	1.63	0.00	26.88	17.81	34.75
"FBtr0452140"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.28	0.00	0.00	0.00	9.30
"FBtr0073205"	47.00	46.00	31.00	29.00	133.00	97.00	509.00	786.00	984.00	426.00	846.00	723.00
"FBtr0076305"	4.00	0.00	0.00	0.00	0.00	58.64	3.42	11.00	24.95	89.28	120.71	0.00
"FBtr0076307"	0.00	0.00	0.00	0.00	0.00	42.28	8.22	0.00	0.00	50.16	42.25	106.69
"FBtr0301385"	0.00	0.00	0.00	0.00	0.00	147.97	70.49	17.00	55.05	258.56	181.04	117.31
"FBtr0331551"	0.00	0.00	0.00	1.00	1.00	9.36	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0339899"	0.00	0.00	1.00	0.00	0.00	6.76	5.87	0.00	0.00	0.00	0.00	0.00
"FBtr0082831"	1616.12	1348.97	1112.18	1418.11	1188.90	1560.67	79.98	138.55	125.00	235.96	305.24	157.60
"FBtr0082832"	215.05	138.63	58.27	111.91	63.91	126.43	29.67	0.00	17.45	11.42	52.28	0.00
"FBtr0082833"	599.00	434.75	370.87	580.77	786.93	887.55	0.00	0.00	0.00	154.95	88.33	63.77
"FBtr0345229"	4075.83	4367.65	2839.67	3028.21	3288.26	3649.35	203.35	164.45	105.55	641.67	730.15	465.63
"FBtr0082597"	977.16	889.14	659.44	849.45	1019.75	1041.31	1006.55	974.33	977.49	1096.67	1422.80	1168.56
"FBtr0344982"	42.84	49.86	26.56	7.55	16.25	15.69	54.45	77.67	40.51	72.33	82.20	107.44
"FBtr0074250"	8.77	30.00	29.00	23.42	63.00	97.10	84.15	318.48	292.67	364.00	490.00	418.05
"FBtr0100384"	18.23	0.00	0.00	16.58	0.00	25.90	237.85	66.52	256.33	0.00	0.00	23.95
"FBtr0083739"	827.03	1034.77	817.08	513.60	1415.09	1383.45	4819.39	6463.40	7381.78	3654.10	7013.62	5027.51
"FBtr0083740"	1470.98	339.86	111.42	1010.62	687.88	845.86	899.19	1128.59	954.44	1004.22	798.95	1153.96
"FBtr0304658"	2706.99	2328.36	2200.50	1662.78	1711.03	2303.69	1383.42	0.00	98.79	1391.68	388.43	1083.52
"FBtr0081260"	1336.38	681.63	522.73	378.16	417.66	260.35	993.14	576.33	671.28	248.96	14.34	507.74
"FBtr0112800"	367.03	540.16	551.58	493.41	558.08	914.62	595.31	860.08	456.18	882.92	1104.67	804.78
