	"X8294_w_01.genes.results"	"X8295_w_01.genes.results"	"X8296_w_01.genes.results"	"X8297_nos_01.genes.results"	"X8298_nos_01.genes.results"	"X8299_nos_01.genes.results"	"X8300_w_23.genes.results"	"X8301_w_23.genes.results"	"X8302_w_23.genes.results"	"X8303_nos_23.genes.results"	"X8304_nos_23.genes.results"	"X8305_nos_23.genes.results"
"FBgn0025724"	3587.00	3167.00	2349.00	2537.00	2728.00	3297.00	1651.00	1726.00	1803.00	2415.00	2899.00	2473.00
"FBgn0025725"	3296.00	2821.00	2110.00	2505.00	2343.00	3125.00	754.00	926.00	993.00	1341.00	1670.00	1402.00
"FBgn0025726"	4357.00	3740.00	3994.00	1431.00	1642.00	1925.00	3690.00	3413.00	2774.00	1932.00	2137.00	2306.00
"FBgn0025739"	723.00	676.00	463.00	482.00	500.00	769.00	318.00	467.00	659.00	686.00	933.00	669.00
"FBgn0025740"	2806.11	2585.03	2725.92	1345.50	1818.75	2002.70	3002.25	3397.25	3064.86	2413.54	2952.28	3191.80
"FBgn0025741"	9694.00	9265.00	9163.00	5278.00	6602.00	7444.00	9864.00	10672.00	8999.00	8194.00	9410.00	10245.00
"FBgn0025742"	1226.00	1224.00	820.00	1058.00	949.00	1222.00	111.00	167.00	212.00	401.00	489.00	344.00
"FBgn0025743"	6745.00	5405.00	4676.00	4507.00	4968.00	5775.00	7013.00	7158.00	6852.00	6044.00	7121.00	7408.00
"FBgn0025776"	18.00	14.00	10.00	16.00	39.00	35.00	94.00	151.00	199.00	104.00	177.00	145.00
"FBgn0025777"	3762.00	3433.00	2880.00	2757.00	3087.00	3326.00	3528.00	3698.00	3389.00	3402.00	3779.00	3486.00
"FBgn0025781"	2000.00	1893.00	1697.33	1245.00	1517.00	1645.00	2679.62	2872.63	2845.54	1946.00	2432.00	2481.71
"FBgn0025790"	1112.00	1034.00	794.00	749.00	871.00	1102.00	1068.00	1416.00	1791.00	1291.00	1806.00	1524.00
"FBgn0025800"	2876.00	2624.00	2368.00	2296.00	2768.00	3096.00	677.00	580.00	526.00	1362.00	1558.00	1179.00
"FBgn0025802"	1634.00	1320.00	1150.00	1114.00	1033.00	1500.00	277.00	327.00	365.00	402.00	553.00	452.00
"FBgn0025807"	509.00	484.00	366.00	398.00	427.00	450.00	71.00	95.00	104.00	199.00	247.00	139.00
"FBgn0025808"	1234.00	1204.00	1159.00	774.00	1031.00	1011.00	615.00	574.00	459.00	873.00	962.00	738.00
"FBgn0025809"	2260.00	2365.00	2112.00	1791.00	2287.00	2301.00	3032.00	3557.00	3704.00	2873.00	3901.00	3234.00
"FBgn0025814"	2563.00	2647.98	2277.00	1417.00	1755.00	1497.99	1890.00	1997.93	1863.00	1411.00	1767.99	1479.00
"FBgn0025815"	8019.00	6634.00	5225.00	5419.00	5879.00	6585.00	4664.00	4981.00	4993.00	5398.00	6617.00	6000.00
"FBgn0025820"	633.00	649.00	570.00	402.00	499.00	496.00	419.00	374.00	351.00	455.00	501.00	423.00
"FBgn0025821"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0025825"	724.50	674.00	558.00	521.50	642.00	610.50	820.00	834.50	827.00	725.00	954.50	847.00
"FBgn0025827"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0025830"	1389.00	1349.00	992.00	837.00	944.00	1006.00	412.00	545.00	619.00	602.00	809.00	642.00
"FBgn0025832"	1670.00	1686.00	1184.00	1182.00	1296.00	1388.00	184.00	246.00	342.00	408.00	592.00	431.00
"FBgn0025833"	0.00	1.00	6.00	1.00	0.00	3.00	1.00	7.00	9.00	1.00	0.00	3.00
"FBgn0025835"	0.00	0.00	0.00	0.00	0.00	6.00	4.00	0.00	3.00	13.00	0.00	6.00
"FBgn0025836"	6867.00	5369.00	4955.00	3975.00	3951.00	4970.00	3673.00	3154.00	2666.00	4387.00	4560.00	4254.00
"FBgn0025837"	13.00	11.00	34.00	3.00	0.00	1.00	23.00	36.00	26.00	1.00	1.00	9.00
"FBgn0025838"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00	0.00
"FBgn0025839"	881.00	1034.00	850.00	632.00	882.00	763.00	349.00	476.00	517.00	476.00	700.00	507.00
"FBgn0025864"	7169.00	4550.00	4293.00	3718.00	3386.00	4509.00	6871.00	6483.00	6162.00	4652.00	4983.00	5967.00
"FBgn0025865"	2268.00	1674.00	1441.00	1903.00	2198.00	2729.00	3439.00	3620.00	4306.00	3522.00	4472.00	4309.00
"FBgn0025866"	3460.00	2926.00	2584.00	2238.00	2517.00	2876.00	2984.00	2944.00	2515.00	2721.00	2961.00	3071.00
"FBgn0025874"	1068.00	1080.00	1025.00	750.00	1099.00	968.00	633.00	555.00	472.00	984.00	1325.00	1146.00
"FBgn0025878"	0.00	3.00	2.00	11.00	4.00	39.00	7.00	5.00	5.00	76.00	65.00	48.00
"FBgn0025879"	0.00	1.00	3.00	0.00	0.00	10.00	11.00	5.00	10.00	9.00	8.00	10.00
"FBgn0025881"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0025882"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0025885"	1985.00	1749.00	1337.00	1835.00	1845.00	2081.00	284.00	302.00	332.00	792.00	1679.00	801.00
"FBgn0025936"	4559.00	4463.00	4583.00	3036.00	4062.00	4295.00	4992.00	5364.00	4567.00	5113.00	6033.00	5700.00
"FBgn0026015"	3331.00	2520.00	1971.00	2927.99	3079.97	3441.99	2296.00	2009.00	2141.00	2481.97	2922.98	2613.98
"FBgn0026056"	1300.00	1119.00	917.00	908.00	992.00	1102.00	221.00	253.00	247.00	558.00	569.00	395.00
"FBgn0026058"	0.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	1.00
"FBgn0026059"	2552.00	1649.00	1426.00	1647.00	1550.00	2011.00	893.00	1028.00	1180.00	1187.00	1488.00	1288.00
"FBgn0026060"	2850.83	2738.01	2461.48	1773.97	2524.43	2551.89	1829.01	1581.29	1296.56	2068.85	2382.63	1750.79
"FBgn0026061"	74.00	68.00	96.00	87.00	164.00	254.00	483.00	662.00	834.00	596.00	954.00	705.00
"FBgn0026063"	262.82	230.92	151.16	238.47	687.45	761.95	3376.93	4301.93	4952.20	2764.86	4681.92	4370.62
"FBgn0026064"	181.18	127.08	98.84	129.53	385.55	423.05	2157.07	2562.07	3073.80	1678.14	2478.08	2694.38
"FBgn0026076"	1734.00	1660.00	1382.00	1327.00	1431.00	1772.00	523.00	542.00	480.00	811.00	931.00	762.00
"FBgn0026077"	41.00	14.00	37.00	3.00	4.00	274.00	427.00	62.00	89.00	229.00	109.00	217.00
"FBgn0026079"	1624.00	1257.00	1080.00	1137.00	1347.00	1514.00	1887.00	2208.00	2322.00	1901.00	2475.00	2129.00
"FBgn0026080"	1636.00	1475.00	1194.00	1138.00	1270.00	1300.00	1350.00	1397.00	1355.00	1460.00	1699.00	1470.00
"FBgn0026083"	11610.00	8201.00	7075.00	7929.00	6961.00	9428.00	3228.00	2714.00	2497.00	4519.00	4822.00	4302.00
"FBgn0026084"	8081.00	7952.00	6785.00	6500.00	7142.00	7776.00	1549.00	1448.00	1390.00	2360.00	2717.00	2409.00
"FBgn0026085"	548.00	584.00	483.00	364.00	414.00	427.00	359.00	397.00	389.00	399.00	536.00	398.00
"FBgn0026086"	1510.50	1520.60	1304.13	1022.62	1252.72	1407.23	1108.69	1144.67	1010.52	1329.77	1563.03	1309.51
"FBgn0026088"	332.00	328.00	290.00	217.00	279.00	255.00	237.00	239.00	241.00	300.00	323.00	290.00
"FBgn0026089"	541.00	655.00	581.00	520.00	665.00	628.00	273.00	331.00	363.00	464.00	663.00	464.00
"FBgn0026090"	425.00	467.00	384.00	357.00	509.00	454.00	489.00	623.00	669.00	539.00	730.00	598.00
"FBgn0026136"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0026141"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0026143"	5790.00	5396.00	3815.00	3526.00	3787.00	4072.00	245.00	248.00	344.00	681.00	963.00	629.00
"FBgn0026144"	5272.00	5123.00	4528.00	3221.00	3906.00	4383.00	1894.00	2354.00	2609.00	2709.00	2998.00	2320.00
"FBgn0026147"	3576.00	3427.00	2616.00	2373.00	2492.00	3153.00	393.00	348.00	379.00	967.00	1187.00	746.00
"FBgn0026148"	847.00	876.00	801.00	644.00	784.00	796.00	685.00	752.00	667.00	724.00	927.00	801.00
"FBgn0026149"	2600.00	2306.00	1859.00	1777.00	2086.00	2187.00	1534.00	1372.00	1345.00	1992.00	2292.00	1788.00
"FBgn0026150"	2859.00	2808.00	2463.00	1889.00	2377.00	2441.00	3472.00	4137.00	4048.00	3124.00	4014.00	3672.00
"FBgn0026160"	185.00	149.00	138.00	185.00	457.00	729.00	1881.00	2417.00	3232.00	1890.00	2984.00	2426.00
"FBgn0026162"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0026163"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0026164"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0026169"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0026174"	0.00	0.00	0.00	0.00	0.00	1.00	1.00	2.00	1.00	1.00	4.00	0.00
"FBgn0026175"	19.00	8.00	13.00	4.00	4.00	2.00	10.00	21.00	16.00	6.00	17.00	5.00
"FBgn0026176"	0.00	0.00	0.00	0.00	5.00	1.00	0.00	4.00	4.00	8.00	3.00	8.00
"FBgn0026179"	2970.00	2114.00	1780.00	2003.00	2074.00	2798.00	3711.00	3934.00	4145.00	2766.00	3488.00	3488.00
"FBgn0026181"	5352.00	3564.00	3126.00	3578.00	3388.00	4242.00	3509.00	3204.00	3056.00	3706.00	4023.00	4015.00
"FBgn0026189"	2904.00	2281.00	2181.00	1915.00	2373.00	2658.00	3227.00	3384.00	3098.00	3317.00	4088.00	3996.00
"FBgn0026190"	0.00	0.00	0.00	0.00	1.00	0.00	0.00	3.00	0.00	0.00	0.00	3.00
"FBgn0026192"	3239.00	3030.00	2688.00	2168.00	2447.00	2656.00	2863.00	2957.00	2615.00	2894.00	3157.00	3053.00
"FBgn0026196"	6953.00	6142.00	5157.00	5528.00	7270.00	7079.00	7205.00	7189.00	7857.00	7969.00	9826.00	8365.00
"FBgn0026197"	6.00	3.00	4.00	10.00	10.00	15.00	21.00	25.00	30.00	28.00	43.00	37.00
"FBgn0026199"	1471.00	1616.00	1578.00	612.00	938.00	960.00	1844.00	2149.00	2063.00	1174.00	1386.00	1303.00
"FBgn0026206"	7178.00	5679.00	5447.00	4010.00	4229.00	4861.00	1361.00	985.00	791.00	1731.00	1907.00	1461.00
"FBgn0026207"	2558.00	2254.00	1999.00	1762.00	2149.00	2172.00	3347.00	3729.00	3901.00	3024.00	3915.00	3481.00
"FBgn0026238"	9127.00	10307.00	9553.00	6085.00	8004.00	8041.00	8884.00	9299.00	7588.00	9203.00	10928.00	9338.00
"FBgn0026239"	2561.00	1711.00	1517.00	1257.00	1225.00	1503.00	554.00	670.00	862.00	893.00	1168.00	979.00
"FBgn0026250"	6472.00	6295.00	5064.00	4293.00	5312.00	5728.00	3986.00	4437.00	4838.00	4569.00	5634.00	4354.00
"FBgn0026252"	17061.00	13586.00	12197.00	12814.00	13495.00	15737.00	4619.00	3559.00	2918.00	7879.00	8411.00	7100.00
"FBgn0026255"	1.00	2.00	4.00	3.00	6.00	11.00	7.00	8.00	17.00	21.00	20.00	21.00
"FBgn0026257"	1921.00	2009.00	1918.00	1245.00	1856.00	1600.00	2093.00	2320.00	1929.00	1908.00	2492.00	2013.00
"FBgn0026259"	5762.00	4290.00	3665.00	3947.00	4293.00	5151.00	2279.00	1965.00	1921.00	2872.00	3277.00	2850.00
"FBgn0026261"	1380.00	1449.00	1141.00	1203.00	1482.00	1609.00	517.00	720.00	756.00	1007.00	1215.00	850.00
"FBgn0026262"	4526.00	4232.00	4379.00	2719.00	3976.00	3854.00	4269.00	5184.00	4842.00	4287.00	5746.00	5250.00
"FBgn0026263"	1677.00	1658.00	1298.00	1181.00	1345.00	1375.00	31.00	27.00	16.00	136.00	189.00	79.00
"FBgn0026268"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00
"FBgn0026309"	839.00	830.00	734.00	464.00	497.00	588.00	21.00	25.00	24.00	70.00	97.00	41.00
"FBgn0026313"	3818.00	2941.00	2480.00	2432.00	2481.00	3105.00	1284.00	1000.00	908.00	1618.00	1673.00	1555.00
"FBgn0026314"	0.00	0.00	0.00	0.00	6.00	3.00	0.00	1.00	2.00	8.00	53.00	7.00
"FBgn0026315"	380.00	456.00	484.00	181.00	277.00	234.00	241.00	294.00	215.00	230.00	254.00	226.00
"FBgn0026316"	2339.00	2458.00	2117.00	1607.00	1979.00	2013.00	1947.00	1967.00	1822.00	2016.00	2317.00	1981.00
"FBgn0026317"	4461.00	3413.00	3022.00	2939.00	3053.00	3616.00	4425.00	3997.00	3720.00	3544.00	3877.00	3976.00
"FBgn0026319"	215.00	204.00	140.00	429.00	575.00	922.00	1955.00	2812.00	3657.00	2310.00	3327.00	2733.00
"FBgn0026320"	501.00	559.00	367.00	782.00	2174.00	1789.00	4722.00	6697.00	8902.00	5758.00	8874.00	6822.00
"FBgn0026323"	2779.00	2063.00	1936.00	1720.00	1703.00	2059.00	1912.00	1686.00	1481.00	1704.00	1993.00	1807.00
"FBgn0026324"	628.00	628.00	564.00	623.00	775.00	756.00	806.00	1046.00	1232.00	1098.00	1506.00	1208.00
"FBgn0026326"	2711.00	2307.00	1791.00	2045.00	2387.00	2567.00	3400.00	3729.00	3883.00	3191.00	4036.00	3726.00
"FBgn0026361"	1602.00	1654.00	1181.00	854.00	1788.00	1646.00	8710.00	11104.00	13663.00	5200.00	8772.00	7456.00
"FBgn0026369"	3246.00	2863.00	2402.00	1998.00	1938.00	2472.00	518.00	485.00	514.00	1003.00	1138.00	871.00
"FBgn0026370"	9260.00	7303.00	6493.00	6274.00	6948.00	8036.00	3556.00	3188.00	2964.00	5330.00	5694.00	4920.00
"FBgn0026371"	1268.00	1238.00	1175.00	879.00	1124.00	1214.00	1229.00	1266.00	1293.00	1243.00	1643.00	1496.00
"FBgn0026372"	36326.00	32738.99	28888.99	28036.00	36021.97	34430.94	42266.97	47285.97	54386.98	42233.95	52116.95	43905.94
"FBgn0026373"	1157.00	1162.00	912.00	885.00	1120.00	1003.00	1591.00	1780.00	1996.00	1517.00	1953.00	1568.00
"FBgn0026374"	34.00	36.00	40.00	34.00	55.00	92.00	127.00	149.00	167.00	198.00	242.00	210.00
"FBgn0026375"	7813.00	5456.00	5044.00	4560.00	4858.00	6290.00	8496.00	8458.00	8221.00	7273.00	8910.00	8828.00
"FBgn0026376"	2106.00	1811.00	1659.00	1536.00	1807.00	2069.00	1302.00	1245.00	1121.00	1875.00	2184.00	2058.00
"FBgn0026378"	831.00	836.00	701.00	668.00	779.00	818.00	613.00	603.00	635.00	780.00	1044.00	908.00
"FBgn0026379"	1835.00	1875.00	1982.00	1292.00	1952.00	1769.00	1849.00	1777.00	1504.00	2302.00	2445.00	2247.00
"FBgn0026380"	4531.00	4566.00	3887.00	3896.00	5228.00	4611.00	5238.00	5877.00	5704.00	5648.00	7029.00	6184.00
"FBgn0026384"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0026385"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0026386"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0026388"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0026389"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0026390"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0026391"	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00
"FBgn0026392"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00
"FBgn0026393"	143.00	85.00	78.00	121.00	156.00	158.00	103.00	112.00	107.00	154.00	182.00	182.00
"FBgn0026394"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0026395"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00
"FBgn0026396"	0.00	0.00	0.00	0.00	0.00	0.00	2.00	7.00	3.00	5.00	9.00	3.00
"FBgn0026397"	1.00	1.00	0.00	0.00	0.00	0.00	7.00	3.00	4.00	2.00	8.00	8.00
"FBgn0026398"	0.00	2.00	2.00	1.00	5.00	2.00	19.00	23.00	33.00	19.00	15.00	36.00
"FBgn0026399"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0026400"	2427.00	2239.00	1836.00	1987.00	2737.00	2476.00	2720.00	2614.00	2817.00	2733.00	3662.00	2858.00
"FBgn0026401"	6489.00	6290.00	6738.00	4156.00	5851.00	6170.00	5952.00	7037.00	6218.00	6382.00	8033.00	8142.00
"FBgn0026402"	1023.00	1110.00	912.00	723.00	890.00	834.00	169.00	251.00	326.00	368.00	539.00	377.00
"FBgn0026403"	17.00	5.00	17.00	114.00	51.00	319.00	145.00	79.00	98.00	472.00	466.00	522.00
"FBgn0026404"	2632.00	2617.00	2312.00	1657.00	2111.00	2140.00	3211.00	3356.00	3186.00	2399.00	3003.00	2806.00
"FBgn0026409"	11438.00	10667.00	9295.00	9094.00	10636.00	11416.00	11149.00	12586.00	12840.00	10988.00	13936.00	12095.00
"FBgn0026411"	9.00	10.00	14.00	14.00	6.00	21.00	67.00	78.00	83.00	83.00	119.00	66.00
"FBgn0026415"	7886.00	7080.00	6352.00	5766.00	7435.00	7390.00	9098.00	9989.00	9987.00	8783.00	11370.00	9868.00
"FBgn0026417"	193.00	207.16	221.18	111.00	171.00	122.00	269.00	367.00	360.00	212.00	294.00	259.00
"FBgn0026418"	13601.00	11204.00	8906.00	9872.00	10688.00	12209.00	3673.00	3798.00	3429.00	5499.00	5948.00	5014.00
"FBgn0026427"	5646.00	3993.00	4100.00	3557.00	3324.00	4519.00	2401.00	2154.00	1955.00	3093.00	3542.00	3295.00
"FBgn0026428"	4341.00	3411.00	2567.00	3119.00	2938.00	3493.00	839.00	773.00	794.00	1287.00	1309.00	1059.00
"FBgn0026430"	5744.00	5294.00	3976.00	4156.00	4093.00	4761.00	340.00	370.00	482.00	822.00	1008.00	701.00
"FBgn0026431"	1019.00	1042.00	1060.00	664.00	979.00	924.00	1500.00	1818.00	1689.00	1288.00	1771.00	1585.00
"FBgn0026432"	1308.00	1051.00	1037.00	860.00	925.00	1222.00	427.00	443.00	353.00	732.00	861.00	723.00
"FBgn0026433"	3829.00	3521.00	2757.00	2235.00	2674.00	2574.00	354.00	277.00	192.00	580.00	585.00	389.00
"FBgn0026438"	6.00	7.00	22.00	0.00	0.00	8.00	3.00	18.00	16.00	1.00	1.00	6.00
"FBgn0026439"	18.00	8.00	74.00	1.00	5.00	14.00	50.00	85.00	72.00	9.00	9.00	20.00
"FBgn0026441"	3530.00	2494.00	2147.00	2396.00	2242.00	2743.00	3056.00	2700.00	2523.00	2850.00	3040.00	3125.00
"FBgn0026479"	3934.00	3490.00	2593.00	2631.00	2425.00	2854.00	298.00	365.00	427.00	788.00	942.00	686.00
"FBgn0026533"	15108.00	11520.00	9604.00	10545.00	12318.00	13711.00	19889.00	21232.00	23320.00	17470.00	21445.00	20725.00
"FBgn0026562"	68.00	57.00	171.00	6.00	9.00	149.00	202.00	206.00	245.00	160.00	123.00	196.00
"FBgn0026563"	5.00	4.00	8.00	0.00	4.00	4.00	20.00	13.00	43.00	4.00	22.00	16.00
"FBgn0026565"	22.00	15.00	52.00	0.00	0.00	0.00	23.00	61.00	66.00	1.00	2.00	16.00
"FBgn0026566"	2932.00	2717.00	1934.00	2737.00	3625.00	3403.00	3646.00	3866.00	4273.00	4247.00	5566.00	4767.00
"FBgn0026570"	447.00	528.00	478.00	485.00	636.00	597.00	457.00	421.00	380.00	656.00	722.00	654.00
"FBgn0026573"	5093.00	4087.00	3786.00	3215.00	3576.00	4202.00	2901.00	2728.00	2544.00	3627.00	3869.00	3572.00
"FBgn0026575"	13729.00	8422.00	7984.00	8572.00	7991.00	10590.00	13426.00	11911.00	11937.00	11262.00	12294.00	13609.00
"FBgn0026576"	3025.00	2734.00	2328.00	2102.00	2327.00	2518.00	1819.00	1847.00	1431.00	1893.00	2169.00	1771.00
"FBgn0026577"	8656.00	5741.00	5566.00	5263.00	5085.00	6437.00	5223.00	4825.00	4590.00	4823.00	5532.00	5720.00
"FBgn0026582"	993.00	832.00	604.00	724.00	721.00	765.00	971.00	1033.00	1029.00	920.00	973.00	870.00
"FBgn0026592"	5.00	0.00	6.00	2.00	0.00	3.00	7.00	10.00	13.00	4.00	2.00	2.00
"FBgn0026593"	459.00	466.00	375.00	510.00	560.00	528.00	204.00	166.00	140.00	325.00	320.00	306.00
"FBgn0026597"	5575.00	4163.00	3821.00	3321.00	3521.00	4329.00	5147.00	4801.00	4720.00	4550.00	5330.00	5365.00
"FBgn0026598"	4209.00	3414.00	3032.00	2667.00	3178.00	3308.00	4248.00	4235.00	3889.00	3783.00	4428.00	4237.00
"FBgn0026602"	996.00	922.00	607.00	406.00	371.00	496.00	188.00	201.00	209.00	131.00	160.00	122.00
"FBgn0026616"	4564.00	3529.00	3214.00	3320.00	3624.00	4324.00	4075.00	3816.00	3080.00	4305.00	4532.00	4942.00
"FBgn0026619"	1169.00	1169.00	1092.00	735.00	953.00	907.00	676.00	502.00	462.00	663.00	828.00	661.00
"FBgn0026620"	6043.00	5001.00	4641.00	4032.00	4525.00	5283.00	1385.00	1339.00	1272.00	2249.00	2724.00	2002.00
"FBgn0026630"	2529.00	2483.00	2335.00	1625.00	2072.00	2287.00	1515.00	1418.00	1172.00	1667.00	1780.00	1449.00
"FBgn0026634"	1564.00	1554.00	1314.00	1106.00	1393.00	1421.00	281.00	374.00	448.00	526.00	672.00	453.00
"FBgn0026666"	427.00	430.00	329.00	256.00	375.00	356.00	87.00	132.00	143.00	117.00	192.00	134.00
"FBgn0026679"	2973.00	2391.00	1669.00	1856.00	1865.00	2253.00	1049.00	857.00	934.00	1311.00	1575.00	1155.00
"FBgn0026702"	1511.00	1241.00	945.00	932.00	1025.00	1161.00	535.00	461.00	522.00	632.00	759.00	472.00
"FBgn0026713"	2455.00	1802.00	1395.00	1939.00	2098.00	2367.00	3375.00	3384.00	4006.00	3159.00	3920.00	3737.00
"FBgn0026718"	1329.00	1479.00	1287.00	1131.00	1352.00	1374.00	197.00	192.00	151.00	639.00	629.00	436.00
"FBgn0026721"	20.00	20.00	70.00	24.00	10.00	94.00	70.00	60.00	57.00	118.00	137.00	143.00
"FBgn0026722"	2547.00	2017.00	1869.00	1686.00	1915.00	2104.00	2229.00	2235.00	2149.00	2013.00	2561.00	2439.00
"FBgn0026737"	1488.00	1543.00	1478.00	1084.00	1487.00	1284.00	1109.00	1153.00	1046.00	1347.00	1586.00	1193.00
"FBgn0026738"	1248.00	1265.00	855.00	1068.00	1107.00	1297.00	90.00	88.00	76.00	296.00	332.00	198.00
"FBgn0026741"	555.00	601.00	516.00	424.00	551.00	636.00	491.00	546.00	550.00	467.00	633.00	485.00
"FBgn0026749"	814.00	821.00	638.00	636.00	733.00	716.00	699.00	727.00	778.00	788.00	1047.00	799.00
"FBgn0026751"	2086.00	1822.00	1554.00	1365.00	1727.00	1685.00	1577.00	1605.00	1445.00	1732.00	1974.00	1755.00
"FBgn0026754"	1.00	0.00	5.00	0.00	0.00	2.00	5.00	4.00	3.00	2.00	4.00	1.00
"FBgn0026755"	2.00	1.00	19.00	1.00	1.00	6.00	14.00	23.00	19.00	6.00	3.00	11.00
"FBgn0026756"	1.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0026760"	7.00	11.00	36.00	0.00	0.00	1.00	6.00	17.00	10.00	0.00	0.00	3.00
"FBgn0026761"	2161.00	1957.00	1465.00	1550.00	1600.00	1889.00	464.00	467.00	573.00	889.00	1025.00	716.00
"FBgn0026777"	7013.00	7207.00	6624.00	5059.00	7260.00	6570.00	7001.00	7567.00	6957.00	7361.00	9345.00	7926.00
"FBgn0026778"	302.50	340.50	259.00	236.00	282.50	284.00	84.00	91.00	126.50	82.00	117.50	91.00
"FBgn0026787"	1167.00	1137.00	978.00	762.00	901.00	1030.00	155.00	155.00	166.00	330.00	389.00	267.00
"FBgn0026869"	2477.23	1914.52	1851.18	1682.15	1640.10	2111.33	1886.55	1581.98	1162.36	1958.93	1933.12	2043.43
"FBgn0026872"	34.00	39.00	31.00	20.00	16.00	19.00	23.00	41.00	57.00	7.00	17.00	15.00
"FBgn0026873"	819.00	877.00	695.00	693.00	861.00	864.00	469.00	485.00	509.00	649.00	889.00	707.00
"FBgn0026874"	4.00	1.00	2.00	1.00	11.00	8.00	18.00	14.00	29.00	23.00	54.00	26.00
"FBgn0026876"	2639.00	2213.00	1633.00	1733.00	1720.00	1960.00	193.00	213.00	237.00	506.00	555.00	374.00
"FBgn0026878"	1.00	0.00	0.00	1.00	0.00	1.00	2.00	2.00	3.00	1.00	7.00	7.00
"FBgn0026879"	2114.00	2386.00	2174.00	1967.00	2745.00	2342.00	3121.00	3682.00	4287.00	3618.00	4997.00	3727.00
"FBgn0027052"	2120.00	2338.00	2158.00	1453.00	2026.00	1882.00	2401.00	2688.00	2431.00	2187.00	2750.00	2411.00
"FBgn0027053"	2014.00	1979.00	1706.00	1508.00	1952.00	1846.00	2382.00	2738.00	2795.00	2324.00	3142.00	2701.00
"FBgn0027054"	2294.00	2391.00	1945.00	1747.00	2114.00	2218.00	2787.00	2958.00	3080.00	2665.00	3372.00	3097.00
"FBgn0027055"	2053.00	2010.00	1715.00	1462.00	1781.00	1817.00	2398.00	2699.00	2536.00	2175.00	2674.00	2550.00
"FBgn0027057"	2521.00	2378.00	2123.00	1663.00	2054.00	2068.00	3252.00	3561.00	3757.00	2724.00	3544.00	3193.00
"FBgn0027066"	5546.00	5491.99	5174.00	4425.25	6344.28	6192.61	7722.00	8892.00	9435.00	8460.73	11363.69	9976.81
"FBgn0027070"	2321.00	2183.00	1972.00	169.00	152.00	176.00	1572.00	1453.00	1263.00	137.00	175.00	155.00
"FBgn0027073"	29.00	47.00	114.00	6.00	17.00	13.00	76.00	140.00	135.00	41.00	74.00	66.00
"FBgn0027074"	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0027079"	3338.00	2645.00	2018.00	2435.00	2370.00	2874.00	392.00	422.00	410.00	1311.00	1395.00	1104.00
"FBgn0027080"	2683.00	2415.00	2061.00	2175.00	2534.00	2599.00	2910.00	3197.00	3392.00	3072.00	4079.00	3448.00
"FBgn0027081"	6176.00	5618.00	4787.00	4582.00	5202.00	5625.00	5708.00	6334.00	6115.00	5716.00	6699.00	6206.00
