	"RWUpf_B.genes.results"	"RWUpf_C.genes.results"	"RWUpf_D.genes.results"	"RWNos_A.genes.results"	"RWNos_B.genes.results"	"RWNos_C.genes.results"	"RWUN_G.genes.results"	"RWUN_K.genes.results"	"RWUN_L.genes.results"	"RWL7_A.genes.results"	"RWL7_B.genes.results"	"RWL7_C.genes.results"	"RWW_B.genes.results"	"RWW_C.genes.results"	"RWW_D.genes.results"
"FBgn0023091"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0023094"	1932.00	2241.00	1990.00	3072.00	3204.00	2958.00	134.00	101.00	158.00	2013.00	1797.00	2151.00	2003.00	2257.00	2469.00
"FBgn0023095"	3.00	7.00	8.00	14.00	19.00	11.00	3.00	2.00	1.00	12.00	5.00	4.00	13.00	9.00	17.00
"FBgn0023096"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
"FBgn0023097"	1980.00	3274.00	3493.00	2197.00	2594.00	1884.00	443.00	234.00	382.00	1426.00	1207.00	1609.00	1544.00	1816.00	3805.00
"FBgn0023129"	2066.00	2437.00	2249.00	2654.00	2839.00	2543.00	2309.00	2159.00	2217.00	2294.00	2028.00	2085.00	2162.00	2350.00	2903.00
"FBgn0023130"	572.00	839.00	858.00	910.00	907.00	887.00	749.00	607.00	720.00	600.00	595.00	637.00	676.00	540.00	863.00
"FBgn0023143"	6612.00	9502.00	10665.00	11575.00	12418.00	11192.00	2007.00	1175.00	1906.00	5008.00	5117.00	6074.00	5317.00	6559.00	11744.00
"FBgn0023167"	1714.00	2024.00	1731.00	2172.00	2323.00	2016.00	1319.00	1377.00	1327.00	1914.00	1858.00	2037.00	2056.00	2211.00	2098.00
"FBgn0023169"	1670.00	2105.00	2257.00	2513.00	2787.00	2412.00	1268.00	953.00	1255.00	1667.00	1819.00	2103.00	1995.00	1808.00	2687.00
"FBgn0023170"	23075.00	21415.00	16500.00	19573.00	21553.00	17282.00	22575.00	29590.00	24134.00	31942.00	31234.00	30068.00	27046.00	24215.00	20475.00
"FBgn0023171"	1183.00	1333.00	1155.00	1605.00	1686.00	1412.00	1206.00	1339.00	1169.00	1243.00	1359.00	1355.00	1138.00	1326.00	1406.00
"FBgn0023172"	413.00	947.00	1056.00	512.00	646.00	391.00	82.00	35.00	76.00	284.00	208.00	303.00	333.00	530.00	1190.00
"FBgn0023174"	5446.00	5882.00	5369.00	7938.00	8407.00	7673.00	6768.00	6954.00	6916.00	6495.00	6657.00	7962.00	6670.00	5613.00	7781.00
"FBgn0023175"	8264.00	8449.00	7721.00	10940.00	11243.00	10429.00	9935.00	11214.00	10443.00	9527.00	10539.00	11081.00	10553.00	9869.00	11256.00
"FBgn0023177"	2990.00	3701.00	3587.00	4044.00	4367.00	3726.00	4994.00	4651.00	4659.00	3324.00	3369.00	3106.00	3028.00	2212.00	4708.00
"FBgn0023178"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0023179"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0023180"	1109.00	1132.00	927.00	1423.00	1378.00	1308.00	294.00	252.00	256.00	1173.00	1233.00	1375.00	1181.00	1190.00	1502.00
"FBgn0023181"	1312.00	1484.00	1195.00	1965.00	1833.00	1855.00	81.00	50.00	67.00	1256.00	1317.00	1435.00	1524.00	1862.00	1926.00
"FBgn0023197"	2.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00
"FBgn0023212"	2032.00	2169.00	1846.00	2725.00	2882.00	2540.00	2064.00	2294.00	2079.00	2388.00	2269.00	2456.00	2686.00	2333.00	2878.00
"FBgn0023213"	6271.00	11262.00	10523.00	6742.00	8812.00	5723.00	8507.00	6552.00	8028.00	5302.00	3875.00	5889.00	4989.00	5611.00	13615.00
"FBgn0023214"	0.00	0.00	0.00	1.00	2.00	4.00	0.00	1.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00
"FBgn0023215"	1428.00	2508.00	2558.00	1697.00	2090.00	1339.00	1168.00	750.00	1048.00	1091.00	903.00	1198.00	1388.00	1993.00	3785.00
"FBgn0023216"	1394.00	1845.00	1906.00	1828.00	2153.00	1750.00	2114.00	1857.00	2069.00	1307.00	1261.00	1422.00	1340.00	1182.00	2401.00
"FBgn0023388"	742.00	1257.00	1211.00	1035.00	1074.00	881.00	144.00	101.00	136.00	545.00	535.00	654.00	553.00	870.00	1352.00
"FBgn0023395"	2589.00	3341.00	3087.00	3900.00	4204.00	3623.00	208.00	120.00	247.00	2367.00	2038.00	2708.00	2374.00	2727.00	4436.00
"FBgn0023407"	1872.00	2962.00	3300.00	2677.00	3112.00	2214.00	3866.00	2977.00	3779.00	1636.00	1538.00	1828.00	1771.00	1623.00	3699.00
"FBgn0023415"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0023416"	3.00	1.00	2.00	12.00	12.00	15.00	4.00	7.00	5.00	22.00	20.00	18.00	2.00	2.00	6.00
"FBgn0023441"	1029.00	1562.00	1864.00	900.00	1126.00	672.00	384.00	228.00	353.00	855.00	665.00	939.00	1063.00	1140.00	2062.00
"FBgn0023458"	479.00	1385.00	1693.00	539.00	701.00	369.00	185.00	58.00	153.00	292.00	254.00	301.00	333.00	762.00	1249.00
"FBgn0023477"	4166.00	4182.00	3675.00	4544.00	4671.00	4524.00	677.00	582.00	739.00	4689.00	5503.00	5246.00	4350.00	4511.00	4263.00
"FBgn0023479"	1.00	1.00	0.00	0.00	1.00	2.00	2.00	1.00	2.00	0.00	0.00	0.00	0.00	1.00	1.00
"FBgn0023489"	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0023495"	0.00	3.00	1.00	0.00	0.00	1.00	10.00	16.00	11.00	4.00	6.00	5.00	0.00	2.00	0.00
"FBgn0023496"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0023506"	1351.00	1492.00	1292.00	1926.00	2159.00	1872.00	641.00	623.00	617.00	1536.00	1386.00	1724.00	1686.00	1495.00	1979.00
"FBgn0023507"	46.00	74.00	59.00	57.00	63.00	50.00	101.00	90.00	106.00	148.00	93.00	112.00	504.00	414.00	693.00
"FBgn0023508"	654.00	891.00	929.00	710.00	843.00	676.00	109.00	48.00	103.00	538.00	523.00	672.00	602.00	675.00	1165.00
"FBgn0023509"	770.00	1208.00	1353.00	1485.00	1610.00	1417.00	1614.00	1270.00	1757.00	767.00	706.00	872.00	940.00	849.00	1940.00
"FBgn0023510"	325.00	679.00	748.00	225.00	302.00	177.00	155.00	82.00	128.00	169.00	207.00	204.00	180.00	352.00	606.00
"FBgn0023511"	852.00	1176.00	1236.00	969.00	1170.00	942.00	985.00	758.00	939.00	843.00	714.00	850.00	720.00	617.00	1421.00
"FBgn0023512"	883.00	1208.00	1275.00	1466.00	1564.00	1393.00	345.00	265.00	353.00	819.00	837.00	918.00	790.00	714.00	1216.00
"FBgn0023513"	1568.00	2243.00	2603.00	2588.00	2841.00	2586.00	2837.00	2138.00	2896.00	1397.00	1469.00	1737.00	1344.00	1146.00	2513.00
"FBgn0023514"	1930.00	2352.00	2361.00	3405.00	3501.00	3279.00	2836.00	2862.00	2989.00	1985.00	2013.00	2372.00	2262.00	1849.00	3153.00
"FBgn0023515"	2608.00	3940.00	4198.00	4484.00	4828.00	4165.00	365.00	169.00	329.00	1923.00	1601.00	2225.00	2763.00	2735.00	5471.00
"FBgn0023516"	512.00	583.00	564.00	836.00	827.00	850.00	29.00	29.00	19.00	499.00	461.00	497.00	475.00	597.00	671.00
"FBgn0023517"	2027.00	2101.00	1753.00	2536.00	2565.00	2474.00	2053.00	2545.00	2227.00	2598.00	2717.00	2740.00	2341.00	2150.00	2394.00
"FBgn0023518"	495.00	1220.00	1645.00	529.00	729.00	319.00	1191.00	625.00	1155.00	351.00	290.00	343.00	392.00	568.00	1313.00
"FBgn0023519"	1076.00	1144.00	900.00	1583.00	1495.00	1484.00	1086.00	1252.00	1154.00	1546.00	1513.00	1705.00	1559.00	1281.00	1364.00
"FBgn0023520"	309.00	315.00	294.00	419.00	465.00	464.00	136.00	131.00	159.00	290.00	268.00	311.00	415.00	347.00	484.00
"FBgn0023521"	906.00	997.00	808.00	1160.00	1369.00	1138.00	1090.00	1107.00	1070.00	1172.00	1119.00	1212.00	1233.00	1196.00	1375.00
"FBgn0023522"	2458.00	3078.00	3267.00	3691.00	3944.00	3467.00	3469.00	3440.00	3427.00	2790.00	2429.00	2692.00	2472.00	2091.00	3807.00
"FBgn0023523"	0.00	0.00	1.00	7.00	7.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
"FBgn0023524"	0.00	2.00	0.00	0.00	1.00	3.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0023525"	3.00	5.00	2.00	7.00	2.00	3.00	2.00	4.00	2.00	2.00	2.00	6.00	3.00	2.00	9.00
"FBgn0023526"	2172.00	2965.00	2768.00	3136.00	3818.00	2750.00	1059.00	754.00	986.00	2227.00	1676.00	2052.00	1863.00	1932.00	3023.00
"FBgn0023527"	2912.00	3151.00	3043.00	3976.00	4225.00	3904.00	2018.00	2146.00	2005.00	2835.00	2574.00	2753.00	2494.00	2157.00	3424.00
"FBgn0023528"	7463.00	10381.00	9793.00	8050.00	9667.00	7354.00	13253.00	11262.00	11505.00	7948.00	5975.00	6847.00	6298.00	4725.00	12848.00
"FBgn0023529"	3766.00	5365.00	5370.00	4728.00	5209.00	4355.00	1383.00	882.00	1385.00	2641.00	2784.00	3435.00	2856.00	3277.00	6267.00
"FBgn0023530"	639.80	579.00	486.00	851.00	856.62	869.82	264.00	332.00	300.92	821.00	836.88	903.00	833.00	845.63	808.00
"FBgn0023531"	93.00	219.00	260.00	94.00	100.00	55.00	147.00	65.00	120.00	72.00	92.00	90.00	109.00	119.00	276.00
"FBgn0023534"	2.00	2.00	1.00	2.00	0.00	1.00	0.00	3.00	1.00	1.00	2.00	0.00	0.00	1.00	0.00
"FBgn0023535"	1.00	1.00	2.00	0.00	3.00	0.00	2.00	1.00	0.00	2.00	1.00	0.00	0.00	0.00	4.00
"FBgn0023536"	666.00	723.00	762.00	1064.00	1132.00	1003.00	255.00	187.00	225.00	696.00	748.00	840.00	790.00	652.00	1168.00
"FBgn0023537"	826.00	1013.00	935.00	1389.00	1377.00	1386.00	17.00	21.00	31.00	673.00	604.00	656.00	749.00	1064.00	1163.00
"FBgn0023540"	387.00	507.00	439.00	810.00	790.00	730.00	13.00	9.00	15.00	412.00	398.00	425.00	328.00	535.00	570.00
"FBgn0023541"	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0023542"	686.00	855.00	737.00	1190.00	1262.00	1192.00	131.00	112.00	152.00	658.00	697.00	773.00	783.00	898.00	1088.00
"FBgn0023545"	1259.00	1340.00	1233.00	1685.00	1629.00	1681.00	834.00	766.00	847.00	1487.00	1491.00	1714.00	1559.00	1353.00	1734.00
"FBgn0023549"	90.00	131.00	114.00	115.00	148.00	138.00	23.00	22.00	33.00	105.00	86.00	158.00	331.00	321.00	484.00
"FBgn0023550"	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0024150"	6.00	7.00	15.00	17.00	20.00	32.00	25.00	16.00	22.00	16.00	9.00	6.00	6.00	5.00	24.00
"FBgn0024177"	6141.00	6990.00	5955.00	8645.00	9035.00	7807.00	2063.00	1693.00	1871.00	7984.00	6369.00	8107.00	6951.00	6469.00	8491.00
"FBgn0024179"	18.00	33.00	48.00	68.00	77.00	60.00	15.00	9.00	14.00	18.00	14.00	16.00	92.00	74.00	265.00
"FBgn0024182"	225.08	343.13	465.50	209.20	267.51	150.69	50.09	36.31	60.15	191.19	191.45	255.65	139.88	217.94	389.31
"FBgn0024183"	308.00	541.00	475.00	502.00	493.00	420.00	280.00	224.00	246.00	402.00	329.00	342.00	325.00	314.00	566.00
"FBgn0024184"	1.00	7.00	3.00	2.00	1.00	2.00	8.00	11.00	7.00	6.00	11.00	7.00	0.00	2.00	0.00
"FBgn0024187"	687.00	1035.00	1138.00	903.00	1016.00	845.00	359.00	216.00	314.00	620.00	540.00	706.00	599.00	680.00	1182.00
"FBgn0024188"	3570.00	4158.00	3468.00	4884.00	5079.00	4474.00	4623.00	5321.00	4961.00	4345.00	4280.00	4196.00	3537.00	3269.00	3941.00
"FBgn0024189"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0024191"	463.00	598.00	606.00	692.00	814.00	684.00	779.00	565.00	684.00	579.00	499.00	565.00	579.00	490.00	871.00
"FBgn0024194"	446.00	487.00	453.00	793.00	741.00	675.00	32.00	29.00	32.00	480.00	354.00	397.00	432.00	570.00	606.00
"FBgn0024196"	1620.00	1472.00	1181.00	1432.00	1445.00	1426.00	1718.00	2369.00	1976.00	2137.00	2040.00	2002.00	2006.00	2030.00	1497.00
"FBgn0024222"	1295.55	1533.11	1419.04	1765.10	1992.84	1579.74	1068.37	976.08	1008.88	1224.57	1129.74	1471.52	1174.64	1040.86	1838.64
"FBgn0024227"	1904.00	2119.00	1916.00	3074.00	3208.00	3041.00	2369.00	2482.00	2422.00	2328.00	2553.00	2725.00	2326.00	1801.00	2836.00
"FBgn0024230"	608.00	723.00	524.00	1014.00	1003.00	926.00	23.00	13.00	16.00	475.00	457.00	588.00	599.00	937.00	796.00
"FBgn0024232"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0024234"	1.00	2.00	2.00	1.00	0.00	17.00	6.00	1.00	3.00	7.00	3.00	5.00	3.00	3.00	1.00
"FBgn0024236"	2690.00	3798.00	3698.00	4168.00	4769.00	4127.00	599.00	327.00	602.00	2392.00	2114.00	2650.00	2365.00	2712.00	3858.00
"FBgn0024238"	1754.00	2406.00	2180.00	2907.00	3296.00	2776.00	900.00	749.00	882.00	1598.00	1536.00	1944.00	1957.00	2095.00	3230.00
"FBgn0024244"	0.00	0.00	1.00	3.00	1.00	3.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0024245"	913.00	1160.00	1070.00	1276.00	1431.00	1187.00	1340.00	1137.00	1279.00	1131.00	831.00	1141.00	1086.00	740.00	1570.00
"FBgn0024248"	563.00	842.00	753.00	789.00	973.00	718.00	860.00	758.00	806.00	512.00	395.00	550.00	623.00	466.00	1140.00
"FBgn0024249"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0024250"	0.00	0.00	1.00	3.00	1.00	10.00	1.00	0.00	1.00	0.00	1.00	0.00	1.00	3.00	6.00
"FBgn0024251"	1587.92	2306.87	2256.50	1408.80	1643.49	1176.31	218.91	137.69	243.85	1327.81	1263.55	1602.35	1374.12	1802.06	2956.69
"FBgn0024273"	893.00	1329.00	1243.00	1199.00	1448.00	1278.00	556.00	360.00	475.00	861.00	883.00	993.00	1118.00	1154.00	1638.00
"FBgn0024277"	724.00	1575.00	2294.00	551.00	718.00	382.00	2440.00	1354.00	2200.00	474.00	394.00	458.00	574.00	776.00	1811.00
"FBgn0024285"	1891.00	2693.00	2767.00	2958.00	3140.00	3057.00	3660.00	3011.00	3355.00	1963.00	2060.00	2133.00	2101.00	1640.00	3216.00
"FBgn0024288"	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0024289"	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0024291"	4338.00	6545.00	6426.00	4744.00	5896.00	4616.00	4230.00	3200.00	4019.00	3529.00	3311.00	3994.00	3817.00	3461.00	7849.00
"FBgn0024293"	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	1.00
"FBgn0024294"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0024314"	1725.00	2145.00	2253.00	2671.00	2710.00	2681.00	535.00	383.00	511.00	1263.00	1552.00	1648.00	1622.00	1629.00	2473.00
"FBgn0024315"	422.00	546.00	594.00	803.00	860.00	779.00	327.00	248.00	322.00	540.00	407.00	509.00	481.00	511.00	854.00
"FBgn0024319"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0024320"	473.00	654.00	617.00	558.00	683.00	479.00	868.00	584.00	696.00	526.00	399.00	541.00	386.00	332.00	750.00
"FBgn0024321"	12.00	17.00	24.00	35.00	32.00	30.00	18.00	19.00	16.00	9.00	22.00	9.00	12.00	7.00	9.00
"FBgn0024326"	2785.00	3527.00	3174.00	4291.00	4546.00	3814.00	1556.00	1270.00	1432.00	2719.00	2899.00	3276.00	2973.00	3160.00	4190.00
"FBgn0024329"	1636.00	2773.00	3186.00	1994.00	2440.00	1569.00	1300.00	781.00	1220.00	1250.00	1155.00	1536.00	1403.00	1598.00	3443.00
"FBgn0024330"	853.00	1047.00	1031.00	1284.00	1473.00	1261.00	1061.00	947.00	962.00	915.00	789.00	935.00	961.00	875.00	1454.00
"FBgn0024352"	7000.00	8920.00	8120.00	10479.00	10945.00	9935.00	507.00	347.00	478.00	6200.00	5656.00	7023.00	7102.00	8236.00	10558.00
"FBgn0024360"	276.00	362.00	318.00	565.00	589.00	566.00	19.00	11.00	15.00	280.00	271.00	291.00	331.00	426.00	469.00
"FBgn0024361"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0024362"	2266.00	2759.00	2765.00	3653.00	3667.00	3210.00	1194.00	1050.00	1299.00	2190.00	2271.00	2417.00	2124.00	2371.00	3475.00
"FBgn0024364"	1567.00	2013.00	2331.00	2106.00	2323.00	2035.00	1622.00	1546.00	1689.00	1583.00	1313.00	1529.00	1573.00	1326.00	2582.00
"FBgn0024365"	1155.00	1951.00	2140.00	1568.00	1815.00	1452.00	2555.00	1713.00	2249.00	1303.00	1104.00	1278.00	1342.00	1096.00	2405.00
"FBgn0024366"	8.00	9.00	12.00	4.00	10.00	5.00	13.00	25.00	15.00	5.00	4.00	7.00	6.00	8.00	26.00
"FBgn0024371"	2385.00	2842.00	2232.00	3151.00	3315.00	2972.00	214.00	177.00	194.00	2066.00	1888.00	2223.00	2238.00	2647.00	3168.00
"FBgn0024432"	5318.00	5697.00	4136.00	6704.00	6974.00	6157.00	5653.00	6622.00	5872.00	6766.00	6528.00	6463.00	6775.00	6067.00	7497.00
"FBgn0024491"	2057.00	2178.00	1721.00	2361.00	2578.00	2270.00	2395.00	2970.00	2562.00	2281.00	2455.00	2400.00	2481.00	2622.00	2516.00
"FBgn0024509"	3114.00	3607.00	3130.00	3178.00	3317.00	2954.00	2507.00	2647.00	2583.00	3467.00	3549.00	4115.00	4292.00	4168.00	4753.00
"FBgn0024510"	780.00	1060.44	1156.68	1238.00	1545.01	1142.21	1407.84	1032.25	1364.00	805.00	656.00	875.00	862.77	690.69	1608.37
"FBgn0024542"	1895.00	2102.00	1815.00	2396.00	2576.00	2262.00	2281.00	2544.00	2268.00	2042.00	2042.00	2037.00	2197.00	2023.00	2785.00
"FBgn0024555"	2918.00	4388.00	5087.00	4052.00	4657.00	3736.00	6530.00	4558.00	5945.00	2659.00	2387.00	2872.00	2686.00	2170.00	5719.00
"FBgn0024556"	3027.00	3363.00	3116.00	4017.00	4055.00	3996.00	1193.00	1202.00	1303.00	2859.00	3331.00	3622.00	2980.00	3147.00	3925.00
"FBgn0024558"	2974.00	3306.00	3067.00	4073.00	4289.00	4173.00	1719.00	1810.00	1839.00	3341.00	3559.00	3453.00	3702.00	3846.00	3788.00
"FBgn0024689"	1530.00	1988.00	2073.00	2146.00	2441.00	2182.00	2939.00	2286.00	2587.00	1890.00	1713.00	1844.00	1906.00	1251.00	3030.00
"FBgn0024698"	2587.00	3821.00	3936.00	2750.00	3429.00	2598.00	4535.00	3337.00	3955.00	2386.00	2027.00	2591.00	2346.00	1828.00	5261.00
"FBgn0024728"	2674.00	3718.00	3688.00	3098.00	3778.00	2895.00	5284.00	4675.00	4762.00	2806.00	2329.00	2824.00	2491.00	2229.00	4981.00
"FBgn0024732"	3281.00	4045.00	4095.00	2126.00	2383.00	1971.00	4533.00	4342.00	4121.00	3706.00	2931.00	3254.00	3111.00	2560.00	5609.00
"FBgn0024733"	62916.00	59042.00	48877.00	66900.00	71451.00	63218.00	67675.00	82205.00	71093.00	81452.00	75315.00	77254.00	69584.00	63498.00	67247.00
"FBgn0024734"	3850.00	5406.36	5007.00	5081.00	5847.60	4317.48	6394.00	5804.00	5950.00	4144.36	3154.00	3961.00	3662.14	2999.00	7157.43
"FBgn0024740"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0024754"	522.00	584.00	510.00	923.00	1005.00	860.00	676.00	765.00	669.00	1011.00	910.00	787.00	803.00	814.00	948.00
"FBgn0024804"	2606.00	2820.00	2272.00	3108.00	3322.00	2860.00	2910.00	3425.00	2826.00	2821.00	2495.00	2871.00	2171.00	1940.00	3244.00
"FBgn0024806"	1751.00	3279.00	3216.00	2050.00	2809.00	1803.00	2596.00	1855.00	2228.00	1456.00	1135.00	1591.00	1565.00	1440.00	3909.00
"FBgn0024807"	1165.00	1752.00	1912.00	858.00	1096.00	726.00	2552.00	1796.00	2521.00	795.00	646.00	980.00	954.00	868.00	1817.00
"FBgn0024811"	3930.00	4378.00	3449.00	4583.00	4849.00	4114.00	4970.00	5958.00	5056.00	4801.00	4045.00	4653.00	4025.00	3824.00	5794.00
"FBgn0024814"	4336.65	5036.18	4237.54	5951.03	6138.35	5734.00	5613.42	6627.56	5774.41	5030.73	5336.00	5266.23	5412.78	5371.85	6485.80
"FBgn0024833"	2463.00	2621.00	2650.00	3656.00	3747.00	3626.00	3258.00	2890.00	3052.00	2686.00	2744.00	2982.00	2675.00	1814.00	3798.00
"FBgn0024836"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0024841"	1458.00	1333.00	1050.00	1719.00	1750.00	1684.00	280.00	271.00	270.00	1881.00	1815.00	1868.00	2400.00	2212.00	1921.00
"FBgn0024846"	1980.00	2146.00	1858.00	2531.00	2698.00	2428.00	276.00	217.00	282.00	1947.00	1949.00	2227.00	2088.00	2130.00	2646.00
"FBgn0024887"	1257.00	1442.00	1274.00	1577.00	1677.00	1566.00	1623.00	1771.00	1672.00	1481.00	1359.00	1421.00	1323.00	1074.00	1856.00
"FBgn0024889"	3945.00	4926.00	5092.00	5718.00	6592.00	5685.00	4713.00	4180.00	4480.00	4303.00	3990.00	4656.00	4129.00	3365.00	6480.00
"FBgn0024897"	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0024909"	1187.00	1453.00	1388.00	1628.00	1772.00	1501.00	1704.00	1443.00	1499.00	1538.00	1248.00	1400.00	1358.00	844.00	2174.00
"FBgn0024912"	499.00	537.00	434.00	919.00	935.00	829.00	682.00	779.00	734.00	708.00	732.00	685.00	647.00	640.00	979.00
"FBgn0024913"	0.00	0.00	0.00	0.00	0.00	0.00	7.00	2.00	2.00	0.00	3.00	2.00	0.00	1.00	1.00
"FBgn0024920"	1696.00	1920.00	1592.00	2397.00	2519.00	2513.00	858.00	868.00	954.00	2125.00	2368.00	2199.00	2139.00	2356.00	2515.00
"FBgn0024921"	4961.00	8624.00	8786.00	4949.00	6356.00	4517.00	10807.00	7477.00	8891.00	4281.00	3271.00	4255.00	4061.00	3348.00	10366.00
"FBgn0024941"	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0024943"	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0024944"	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0024945"	1179.00	1353.00	1141.00	1676.00	1824.00	1687.00	1517.00	1518.00	1452.00	1227.00	1377.00	1616.00	1349.00	1291.00	1645.00
"FBgn0024947"	2662.00	3064.00	2934.00	3302.00	3637.00	3184.00	3717.00	3436.00	3491.00	3281.00	2887.00	3250.00	2549.00	1892.00	3655.00
"FBgn0024956"	1296.00	1543.00	1268.00	1818.00	1919.00	1885.00	151.00	107.00	141.00	1428.00	1325.00	1555.00	1544.00	1593.00	1926.00
"FBgn0024957"	1935.00	2393.00	2469.00	2835.00	2970.00	2715.00	1228.00	815.00	1118.00	1809.00	1845.00	2137.00	1989.00	1763.00	3124.00
"FBgn0024958"	732.00	833.00	900.00	1231.00	1280.00	1198.00	951.00	899.00	1015.00	768.00	681.00	743.00	702.00	598.00	1239.00
"FBgn0024963"	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0024973"	866.00	1182.00	1160.00	1304.00	1481.00	1289.00	585.00	450.00	560.00	736.00	912.00	978.00	862.00	872.00	1245.00
"FBgn0024975"	441.00	527.00	467.00	685.00	681.00	744.00	50.00	40.00	49.00	437.00	489.00	480.00	519.00	616.00	662.00
"FBgn0024980"	0.00	3.00	3.00	2.00	4.00	2.00	0.00	0.00	0.00	1.00	1.00	2.00	26.00	36.00	27.00
"FBgn0024983"	934.00	1154.00	1024.00	1499.00	1601.00	1466.00	1006.00	835.00	956.00	1000.00	1167.00	1243.00	1113.00	920.00	1349.00
"FBgn0024984"	1760.00	1789.00	1514.00	2435.00	2541.00	2340.00	1994.00	2321.00	1982.00	2413.00	2347.00	2174.00	1955.00	1745.00	1889.00
"FBgn0024985"	268.00	454.00	434.00	469.00	594.00	494.00	46.00	22.00	33.00	256.00	221.00	266.00	328.00	431.00	628.00
"FBgn0024986"	916.00	906.00	743.00	1173.00	1244.00	1154.00	969.00	1093.00	1037.00	1180.00	1175.00	1194.00	1261.00	1037.00	1207.00
"FBgn0024987"	2001.69	2955.40	3197.88	2903.33	3472.65	2628.52	4424.63	3236.12	3937.00	2050.00	1646.59	1955.96	2024.71	1624.00	3901.81
"FBgn0024989"	6.00	2.00	1.00	0.00	4.00	0.00	4.00	1.00	1.00	1.00	1.00	0.00	8.00	0.00	3.00
"FBgn0024991"	2406.00	3050.00	2831.00	4422.00	4709.00	4065.00	413.00	246.00	364.00	2312.00	2232.00	2904.00	2440.00	2694.00	3761.00
"FBgn0024992"	764.00	1069.00	1128.00	1428.00	1509.00	1311.00	176.00	141.00	193.00	741.00	704.00	773.00	877.00	1045.00	1471.00
"FBgn0024993"	633.00	751.00	603.00	1127.00	1075.00	1047.00	70.00	48.00	77.00	633.00	623.00	715.00	810.00	957.00	1006.00
