	"RWUpf_B.genes.results"	"RWUpf_C.genes.results"	"RWUpf_D.genes.results"	"RWNos_A.genes.results"	"RWNos_B.genes.results"	"RWNos_C.genes.results"	"RWUN_G.genes.results"	"RWUN_K.genes.results"	"RWUN_L.genes.results"	"RWL7_A.genes.results"	"RWL7_B.genes.results"	"RWL7_C.genes.results"	"RWW_B.genes.results"	"RWW_C.genes.results"	"RWW_D.genes.results"
"FBgn0033482"	48.50	62.93	73.59	51.81	55.63	52.44	56.10	35.67	50.74	36.36	32.30	39.90	37.05	35.30	66.17
"FBgn0033483"	1.42	1.14	1.19	1.08	1.48	1.67	1.16	1.19	1.33	1.21	0.66	1.49	2.36	1.85	2.79
"FBgn0033484"	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.02	0.00	0.02	0.00	0.00	0.00	0.00	0.00
"FBgn0033485"	199.63	195.72	183.41	207.03	197.53	205.31	228.61	268.82	241.11	218.99	198.72	191.98	181.92	188.49	196.22
"FBgn0033486"	52.54	57.62	59.05	65.66	62.32	67.06	1.39	1.11	1.24	36.24	34.03	42.44	46.45	61.16	58.41
"FBgn0033490"	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00
"FBgn0033491"	10.23	11.58	13.32	11.18	12.08	10.07	17.11	10.65	13.68	8.81	7.69	10.51	9.87	7.09	14.11
"FBgn0033494"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033497"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033498"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033499"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033500"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033501"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033502"	0.09	0.04	0.15	0.04	0.11	0.12	0.00	0.00	0.14	0.04	0.23	0.00	0.12	0.09	0.04
"FBgn0033504"	1.96	2.70	2.75	1.62	2.19	2.14	2.27	1.05	2.62	1.55	1.83	1.55	3.06	4.12	5.39
"FBgn0033507"	146.80	142.30	153.70	154.32	156.69	145.79	170.92	167.79	171.65	158.61	126.36	134.26	152.49	126.65	154.20
"FBgn0033508"	0.00	0.00	0.00	0.00	0.00	0.00	0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033512"	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.14	0.27	0.00
"FBgn0033515"	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033516"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033518"	18.52	16.81	14.53	23.73	24.40	28.87	24.66	23.41	23.75	13.01	14.68	18.88	27.33	26.31	23.76
"FBgn0033519"	105.61	99.86	76.15	153.24	163.52	146.81	166.25	155.01	162.23	113.42	101.65	91.68	185.09	205.33	162.15
"FBgn0033520"	32.20	23.20	23.06	34.84	33.18	36.29	40.91	43.17	42.99	24.52	26.21	29.75	20.41	20.13	19.83
"FBgn0033521"	3.10	4.39	2.81	0.56	0.48	0.55	4.80	4.32	7.26	2.90	2.70	5.36	10.54	11.13	9.31
"FBgn0033523"	122.21	103.32	89.51	104.22	109.95	105.99	149.01	154.65	138.61	144.86	125.64	119.01	111.36	130.40	116.02
"FBgn0033524"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00
"FBgn0033526"	100.71	124.13	126.14	162.15	162.42	158.53	12.09	6.43	12.29	72.35	69.61	84.63	74.05	100.13	118.05
"FBgn0033527"	126.64	121.68	105.14	135.43	123.63	114.25	169.44	169.40	161.79	124.19	118.88	129.44	111.88	117.45	131.23
"FBgn0033528"	125.55	110.60	94.46	118.49	119.72	121.53	16.65	14.51	15.35	118.64	125.79	129.09	127.51	156.11	122.72
"FBgn0033529"	249.54	248.56	232.77	278.09	275.12	270.01	269.47	277.05	258.40	253.45	268.12	261.52	240.18	244.51	240.06
"FBgn0033538"	5.92	8.05	6.16	10.43	10.24	10.29	0.18	0.11	0.27	3.53	2.94	3.63	4.77	6.82	8.38
"FBgn0033539"	41.55	47.84	53.29	57.58	58.86	56.54	79.52	54.16	68.17	41.86	36.84	40.82	46.87	40.62	63.51
"FBgn0033540"	1.55	1.53	1.54	2.32	2.49	2.97	0.16	0.03	0.09	1.56	1.33	1.54	1.11	1.39	1.58
"FBgn0033541"	0.00	0.00	0.00	0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033542"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00
"FBgn0033543"	16.57	16.15	15.67	15.16	14.81	13.69	9.87	7.52	9.34	16.42	18.93	19.09	8.30	7.92	8.32
"FBgn0033544"	83.30	92.81	90.67	95.80	97.82	86.21	114.79	100.60	107.97	82.66	73.24	80.89	84.35	81.50	95.42
"FBgn0033547"	57.77	58.50	49.49	59.26	66.50	62.45	45.11	46.99	49.38	63.64	56.91	70.55	62.78	65.81	61.15
"FBgn0033548"	311.00	271.75	259.13	375.80	347.45	360.96	353.77	394.78	396.37	390.12	352.65	396.60	339.92	349.39	301.52
"FBgn0033549"	43.57	39.85	36.20	53.08	53.34	56.14	4.81	3.99	3.60	36.55	35.19	36.93	52.39	63.25	52.84
"FBgn0033550"	44.76	43.34	45.29	56.05	57.96	57.63	49.21	49.03	47.44	42.05	36.79	47.95	46.28	42.96	50.56
"FBgn0033551"	136.66	145.43	148.77	152.87	155.80	152.85	207.59	205.30	194.99	140.45	122.31	129.82	122.25	104.43	179.17
"FBgn0033554"	67.95	55.38	47.08	65.82	64.71	63.91	46.54	47.38	51.37	77.14	83.87	68.29	87.37	98.30	70.94
"FBgn0033555"	169.01	167.76	149.79	130.89	126.67	123.70	191.47	232.09	211.56	178.88	187.52	190.47	184.04	196.62	158.06
"FBgn0033556"	118.86	121.95	110.36	112.98	117.45	117.34	142.67	154.39	151.48	121.72	124.28	119.04	117.07	120.88	125.19
"FBgn0033557"	26.66	38.79	42.26	25.40	28.81	24.59	34.25	22.71	28.80	19.26	16.04	18.87	20.13	22.87	34.72
"FBgn0033558"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033564"	2.34	2.94	2.78	2.46	2.77	2.63	0.53	0.25	0.35	2.04	2.10	2.67	3.12	2.86	4.05
"FBgn0033566"	104.91	105.22	106.83	120.41	116.17	121.04	116.15	120.99	118.02	109.73	112.09	108.54	136.72	119.90	121.41
"FBgn0033569"	41.34	50.12	52.58	47.14	45.86	45.11	6.06	3.78	6.28	30.55	25.62	35.10	41.19	50.97	62.43
"FBgn0033570"	184.67	169.70	157.07	153.26	153.80	162.35	158.15	186.69	177.32	193.16	202.74	193.06	187.34	187.01	161.96
"FBgn0033571"	190.83	186.47	177.79	203.96	189.52	185.11	237.16	259.25	245.66	196.21	208.25	207.93	212.12	205.57	213.07
"FBgn0033572"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033573"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033574"	0.12	0.05	0.13	0.05	0.05	0.05	0.44	0.23	0.37	0.20	0.20	0.15	0.00	0.00	0.00
"FBgn0033578"	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033579"	0.06	0.15	0.07	0.03	0.08	0.04	0.07	0.10	0.21	0.04	0.09	0.03	0.31	0.24	0.16
"FBgn0033580"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033581"	106.52	124.87	137.18	128.90	132.48	122.91	119.15	91.79	114.66	88.69	80.11	96.58	101.10	101.49	149.15
"FBgn0033582"	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00
"FBgn0033584"	24.15	30.54	37.65	27.75	27.67	26.42	57.16	42.84	47.93	30.11	24.48	21.06	18.87	15.72	33.07
"FBgn0033587"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033588"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033589"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033590"	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18
"FBgn0033591"	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033592"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033593"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033594"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033597"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033598"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033599"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033600"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033601"	0.00	0.00	0.00	0.00	0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033602"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033603"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033605"	54.12	49.83	49.69	61.19	55.47	58.54	65.81	72.84	69.32	67.10	63.80	68.94	54.99	51.88	45.73
"FBgn0033607"	78.79	93.93	101.62	83.17	93.79	83.07	115.51	90.46	104.78	65.67	57.37	68.56	70.61	59.15	109.34
"FBgn0033608"	201.49	203.00	186.86	250.54	237.57	251.72	195.48	206.76	201.90	261.68	244.01	255.39	294.07	307.15	239.98
"FBgn0033609"	27.24	31.93	37.29	39.64	38.99	37.28	3.07	1.68	2.68	20.22	17.92	21.94	18.73	22.69	29.45
"FBgn0033610"	0.12	0.06	0.00	0.00	0.05	0.05	0.13	0.06	0.12	0.15	0.15	0.05	0.05	0.00	0.05
"FBgn0033614"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033615"	48.16	46.70	47.19	58.37	56.62	55.84	61.32	56.43	53.76	53.31	49.39	56.45	47.89	39.31	59.10
"FBgn0033616"	28.58	32.53	29.10	37.40	33.86	37.88	0.82	0.86	1.09	21.68	18.25	24.47	27.04	37.22	32.35
"FBgn0033623"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033624"	230.79	221.84	196.68	238.06	225.50	246.93	19.87	15.54	19.54	281.80	282.04	257.75	286.26	283.43	206.60
"FBgn0033627"	3.21	2.85	3.97	4.62	3.36	2.98	0.47	0.73	1.15	2.21	2.99	3.26	1.44	2.10	2.63
"FBgn0033628"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033629"	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.13	0.00
"FBgn0033631"	572.92	544.66	511.18	733.65	696.55	713.36	226.86	189.32	218.34	635.98	587.39	671.48	698.36	687.71	628.60
"FBgn0033633"	0.07	0.00	0.04	0.06	0.19	0.06	0.04	0.00	0.14	0.00	0.06	0.09	0.09	0.03	0.05
"FBgn0033635"	285.15	267.62	263.85	321.59	316.11	319.16	43.04	33.36	39.05	300.99	276.79	281.78	379.24	385.93	347.78
"FBgn0033636"	4.05	12.06	16.81	3.72	4.77	3.34	10.30	5.40	10.31	2.50	1.64	2.17	3.04	5.68	10.85
"FBgn0033638"	32.58	50.27	65.66	37.34	43.38	34.94	42.07	25.95	39.14	22.36	21.46	26.95	23.59	26.50	45.02
"FBgn0033639"	35.14	41.83	43.43	41.29	43.03	43.35	4.66	2.47	4.36	29.57	27.21	34.50	33.53	39.29	47.00
"FBgn0033640"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033644"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033645"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033648"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033649"	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033650"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033651"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033652"	0.00	0.00	0.02	0.02	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033653"	65.97	69.85	75.39	87.98	87.93	89.32	70.00	62.51	63.40	71.78	71.50	82.33	71.69	64.81	74.88
"FBgn0033654"	0.00	0.02	0.00	0.00	0.08	0.07	0.00	0.00	0.00	0.00	0.00	0.02	0.05	0.00	0.02
"FBgn0033656"	63.86	62.13	68.74	86.48	87.43	83.58	95.08	81.82	82.72	64.29	57.66	59.94	49.77	39.84	64.05
"FBgn0033657"	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.03
"FBgn0033658"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033659"	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.09	0.00	0.03	0.00	0.00	0.00	0.00
"FBgn0033661"	1.17	3.88	5.11	1.12	1.44	0.93	0.83	0.41	0.84	0.69	0.56	0.67	0.72	1.17	2.82
"FBgn0033663"	576.35	642.16	709.05	729.95	759.59	757.39	930.88	725.37	837.75	552.63	550.82	574.02	491.26	371.14	647.81
"FBgn0033665"	24.86	27.54	30.71	21.13	21.71	22.70	40.20	37.27	36.24	25.26	22.88	20.44	20.48	18.06	25.25
"FBgn0033667"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033668"	0.00	0.00	0.03	0.04	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.04	0.07	0.00	0.02
"FBgn0033669"	179.08	180.75	160.14	183.28	166.89	164.51	159.43	168.00	166.49	179.11	174.96	189.57	182.51	201.42	174.85
"FBgn0033672"	63.63	61.93	68.12	78.62	71.37	79.58	26.98	23.99	27.07	54.96	60.01	58.83	57.49	65.75	65.24
"FBgn0033673"	48.63	54.21	56.64	62.52	62.99	61.11	6.72	3.87	6.70	38.95	36.20	41.11	44.88	53.58	54.34
"FBgn0033677"	107.23	99.65	93.04	117.71	110.63	115.66	7.51	5.11	6.65	130.31	109.41	119.30	140.89	164.67	123.11
"FBgn0033679"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033680"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00
"FBgn0033683"	155.79	127.23	112.63	208.03	201.66	207.58	143.61	165.55	148.86	128.58	161.86	147.95	47.32	40.71	49.74
"FBgn0033685"	0.07	0.00	0.07	0.00	0.06	0.00	0.15	0.00	0.07	0.00	0.00	0.17	0.00	0.07	0.00
"FBgn0033686"	41.52	45.31	42.78	39.04	40.52	37.36	36.40	33.81	35.20	38.63	34.29	34.96	26.03	23.39	35.57
"FBgn0033687"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00
"FBgn0033688"	28.85	51.21	72.09	26.35	31.93	24.37	45.30	24.36	41.25	15.37	14.59	19.09	20.10	22.35	51.92
"FBgn0033690"	24.90	22.11	20.69	31.73	29.97	32.34	1.97	2.34	1.44	20.67	21.94	20.58	27.52	31.92	26.73
"FBgn0033691"	591.46	495.15	452.72	550.61	520.86	540.30	611.08	701.89	660.95	583.64	596.26	624.47	590.39	603.48	488.09
"FBgn0033692"	26.30	29.29	30.84	32.96	32.46	34.41	0.71	0.17	0.82	16.44	16.09	18.10	21.29	30.16	26.50
"FBgn0033693"	6.19	8.04	7.51	7.36	7.13	6.78	0.22	0.34	0.28	5.22	4.53	4.98	5.77	7.88	7.72
"FBgn0033696"	0.00	0.00	0.04	0.07	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.03	0.00	0.00
"FBgn0033697"	0.00	0.00	0.00	0.08	0.04	0.00	0.00	0.04	0.05	0.08	0.00	0.04	0.00	0.00	0.00
"FBgn0033698"	4.64	6.47	8.18	5.92	5.93	6.24	0.76	0.26	0.74	1.98	2.52	3.26	2.91	4.22	7.00
"FBgn0033699"	4278.39	3684.62	3491.66	3686.21	3704.14	3768.84	4826.80	5268.71	4977.98	4943.98	4978.99	4647.43	4675.90	4446.67	3559.59
"FBgn0033701"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033702"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033703"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033705"	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00
"FBgn0033706"	0.00	0.00	0.07	0.00	0.05	0.00	0.00	0.06	0.00	0.00	0.05	0.05	0.00	0.00	0.00
"FBgn0033708"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033710"	0.00	0.00	0.03	0.02	0.06	0.02	0.00	0.03	0.11	0.00	0.00	0.02	0.00	0.00	0.00
"FBgn0033712"	62.63	62.63	63.76	64.23	62.68	60.03	69.52	60.37	66.22	60.44	58.48	64.72	47.55	52.26	63.23
"FBgn0033713"	38.84	48.46	65.26	48.93	50.82	43.85	64.57	48.05	58.39	35.49	32.62	35.36	34.76	28.48	50.07
"FBgn0033715"	191.77	181.18	174.51	193.37	201.24	199.22	174.70	175.46	169.03	187.55	203.54	194.72	186.20	195.43	169.03
"FBgn0033716"	107.24	109.18	107.64	83.59	82.70	81.11	23.94	16.33	23.98	128.66	120.82	125.38	78.48	79.81	77.39
"FBgn0033717"	52.39	60.52	68.42	68.16	70.94	70.65	39.09	28.78	37.05	49.84	47.44	54.43	56.86	51.80	63.56
"FBgn0033720"	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033721"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.00
"FBgn0033723"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033724"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033725"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033726"	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033727"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033728"	0.07	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00
"FBgn0033729"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033730"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033731"	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033732"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033733"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00
"FBgn0033734"	86.22	84.80	84.34	81.66	90.18	80.52	91.60	84.22	88.44	74.00	75.43	72.12	85.74	88.78	100.39
"FBgn0033735"	12.72	15.59	15.60	16.34	18.18	17.93	26.26	24.81	25.56	12.11	16.57	15.45	16.17	13.07	17.95
"FBgn0033736"	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.10	0.00	0.08	0.00	0.00	0.00	0.07
"FBgn0033737"	107.33	117.21	122.96	137.78	136.36	136.08	120.69	95.69	119.93	96.78	94.55	99.40	112.75	112.51	137.77
"FBgn0033738"	23.99	33.68	42.12	36.14	38.27	36.17	30.76	17.99	26.93	18.13	17.50	21.28	21.43	19.79	36.35
"FBgn0033739"	12.43	16.00	20.80	14.43	16.42	15.03	7.29	4.99	5.99	11.65	9.87	11.22	12.28	13.34	15.58
"FBgn0033740"	40.48	49.13	54.66	50.20	53.39	47.77	40.21	30.27	36.28	33.62	31.44	38.58	36.25	35.80	55.03
"FBgn0033741"	102.16	119.25	150.94	87.59	97.24	82.01	169.46	118.00	142.83	85.05	59.26	70.34	73.56	58.90	127.48
"FBgn0033742"	0.00	0.03	0.04	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
"FBgn0033744"	0.53	0.79	0.91	1.79	1.83	0.85	1.41	0.58	0.92	0.57	0.47	0.84	0.00	0.00	0.00
"FBgn0033748"	2.54	3.25	2.90	5.28	7.14	5.21	1.61	1.32	0.81	3.91	2.14	2.94	0.68	0.82	0.42
"FBgn0033749"	16.82	17.36	17.09	19.52	18.71	16.82	8.70	6.33	7.07	18.76	13.84	15.70	23.62	25.27	29.21
"FBgn0033750"	8.12	8.56	10.40	12.14	10.33	10.38	13.42	12.00	13.87	7.49	8.71	9.00	9.17	8.64	10.63
"FBgn0033751"	57.84	59.43	64.34	70.13	66.35	70.14	16.99	11.22	14.97	55.46	58.68	58.35	54.12	55.21	50.13
"FBgn0033752"	28.88	33.38	40.38	40.64	46.23	43.79	56.88	46.76	53.85	27.01	24.91	30.07	30.11	24.11	41.09
"FBgn0033753"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033754"	32.19	29.60	27.54	34.03	34.20	33.12	19.66	16.30	18.31	47.02	38.41	39.48	36.39	45.89	39.19
"FBgn0033755"	41.57	48.04	54.02	50.16	51.31	49.91	45.06	33.47	41.12	36.32	37.03	43.90	40.70	36.05	58.51
"FBgn0033756"	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.04	0.00	0.00	0.00
"FBgn0033757"	158.26	199.97	224.31	223.50	227.74	213.18	106.53	67.60	99.58	129.63	120.67	147.05	128.15	134.97	211.77
"FBgn0033760"	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033761"	120.12	114.23	113.92	140.98	136.36	131.90	26.38	18.74	22.51	126.64	119.49	129.95	138.45	155.85	131.71
"FBgn0033762"	52.31	61.55	71.65	60.06	60.85	59.09	89.24	66.34	78.00	45.06	44.38	49.44	49.60	46.24	72.42
"FBgn0033763"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033766"	20.10	29.10	35.76	20.10	25.39	21.01	10.49	6.16	9.68	13.96	10.95	16.11	14.45	16.25	29.68
"FBgn0033767"	0.32	0.11	0.42	0.54	0.39	0.55	0.00	0.00	0.00	0.30	0.28	0.41	0.05	0.05	0.20
"FBgn0033769"	20.77	20.69	18.31	34.62	35.75	35.80	25.90	26.55	25.15	19.61	19.85	20.20	4.73	6.88	5.92
"FBgn0033770"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033773"	106.52	103.91	106.10	138.23	137.28	132.45	6.28	2.54	4.39	104.53	87.03	96.43	68.62	97.38	80.05
"FBgn0033774"	0.38	0.10	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.04	0.00	0.10	0.00
"FBgn0033775"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033777"	144.15	131.57	128.20	160.10	161.65	162.72	157.08	159.68	153.88	173.45	152.19	162.88	188.88	165.95	162.88
"FBgn0033778"	0.04	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.04	0.00
"FBgn0033781"	131.43	118.32	116.80	123.82	119.68	129.21	142.83	155.71	132.08	163.68	165.38	158.70	156.43	159.20	124.24
"FBgn0033782"	0.33	0.10	0.23	0.18	0.04	0.14	0.06	0.06	0.00	0.14	0.32	0.13	0.09	0.36	0.21
"FBgn0033783"	44.38	55.42	65.73	51.45	51.52	51.71	15.47	8.73	14.26	35.41	32.84	41.64	39.97	45.01	61.13
"FBgn0033784"	42.91	50.92	51.03	53.30	54.20	51.65	3.26	1.81	3.35	32.91	32.43	38.29	39.92	46.24	52.22
"FBgn0033785"	1.02	1.54	1.25	2.76	2.70	2.02	2.03	1.48	1.46	1.70	1.45	0.74	0.56	0.57	0.67
